category,rate,name,address,url,price_range
"Pizza,Italian,Gluten-Free",4.0 star rating,new yorker,,,$$
Shopping Centers,3.5 star rating,mega perfume -kiosk,,,$$$
"Wine Bars,American (New),Champagne Bars",4.0 star rating,firepit city grill,,,$$
Costumes,4.0 star rating,theatrical costume shop,,,$$
"Bars,American (Traditional)",5.0 star rating,bourbon grill,,,
Real Estate Agents,5.0 star rating,mcginnis realtors,,,
,,photo images,,,
"Candy Stores,Chocolatiers & Shops,Flowers & Gifts",4.5 star rating,bon bon international,,,$$
"Hair Stylists,Blow Dry/Out Services,Hair Extensions",5.0 star rating,photo layers digital,,,$$$
"Grocery,Beer, Wine & Spirits,Meat Shops",3.5 star rating,andronicos market,,,$$$
"Accessories,Hats",4.5 star rating,waist land,,,$$
"Grocery,Bakeries,Convenience Stores",3.5 star rating,arizona center quick mart ,,,$$
"Grocery,Ethnic Food",4.5 star rating,yalls texas store,,,$$
Men's Clothing,3.5 star rating,milanos menswear,,,$$
"Italian,Seafood",4.5 star rating,sentis usa,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,cosmetics company store,,,$$
Cinema,4.5 star rating,century 13 theatres,,,
Seafood,3.5 star rating,esplanade dental center,,,$$$
"Desserts,Bakeries",4.5 star rating,cha cha teahouse,,,$$
"Thrift Stores,Community Service/Non-Profit",4.0 star rating,keatons cupboard,,,$
Candy Stores,4.0 star rating,jewel rush,,,$$
"Performing Arts,Martial Arts",5.0 star rating,sf taiko dojo,,,
"Accessories,Women's Clothing",4.0 star rating,rue21,,,$$
"Seafood,Gluten-Free,Mexican",4.0 star rating,pacific time,,,$$
,,pa company,,,
Auto Parts & Supplies,4.5 star rating,autozone,,,
"Bakeries,Caterers,Fast Food",4.0 star rating,meals in the making,,,$
"Women's Clothing,Jewelry",5.0 star rating,xs diamonds,,,$$
"Sports Wear,Women's Clothing,Yoga",4.0 star rating,school uniform central,,,$$$
Airlines,1.5 star rating,redmond marriott town center,,,
Art Galleries,4.5 star rating,stevens art gallery,,,$$$
"Party Supplies,Costumes,Art Supplies",4.0 star rating,party paradise,,,$
"Vegetarian,Chinese",4.0 star rating,lotus grill,,,$$
Shoe Repair,4.5 star rating,luggage and handbag ,,,
Coffee & Tea,3.0 star rating,teavanna,,,$$$
"Shopping Centers,Toy Stores",3.0 star rating,magic beans,,,$$
Pet Stores,4.0 star rating,pet pros,,,
,,royal prestige,,,
"Women's Clothing,Men's Clothing,Accessories",,malson,,,
Party Supplies,3.0 star rating,costumes gags and gifts,,,
"Music & DVDs,Bookstores",4.5 star rating,books a million,,,$
Men's Clothing,2.0 star rating,barcelino,,,$$$$
Colleges & Universities,,keller graduate school,,,
Burmese,4.0 star rating,lao shan massage,,,$$
Tobacco Shops,4.0 star rating,the briar shoppe,,,
General Dentistry,5.0 star rating,dublin dental,,,
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,all pro sportswear,,,$$
"Bowling,Skating Rinks",3.0 star rating,icezone,,,
"Bakeries,Salad,Sandwiches",4.0 star rating,key west boutique,,,$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.0 star rating,gap and gapkids,,,$$
Toy Stores,4.0 star rating,build-a-bear-workshop,,,$$
Nail Salons,4.0 star rating,top ten nails,,,$
"Bookstores,Comic Books,Music & DVDs",4.5 star rating,christian family books,,,$$
Florists,4.5 star rating,providence florist,,,$$
Street Vendors,4.5 star rating,cup a corn,,,$
"American (New),Vegetarian",4.0 star rating,farmington bank,,,$$$
Pizza,2.0 star rating,pizza fresh,,,$
American (Traditional),4.0 star rating,firebirds grill,,,$$
"DJs,Wedding Planning",5.0 star rating,mountain memories artists,,,
Cosmetics & Beauty Supply,4.5 star rating,his n her perfume,,,$$$
Cheese Shops,4.5 star rating,olive shoppe,,,$$
"Fast Food,Mexican",3.5 star rating,burrito grill,,,
"Bars,Tobacco Shops",4.5 star rating,ye olde tobacco barrel,,,$$
"Tires,Auto Repair,Wheel & Rim Repair",4.0 star rating,rims nshades,,,
"Italian,Pizza",3.5 star rating,pizza piore,,,$$$
"Accessories,Women's Clothing,Outlet Stores",4.0 star rating,ann taylor factory store,,,$$
Investing,5.0 star rating,scottrade,,,
Cosmetics & Beauty Supply,3.0 star rating,tan galleria,,,$$
Women's Clothing,4.5 star rating,urban girl,,,$$
"Art Galleries,Fashion",5.0 star rating,sec apparel,,,$$
"Sushi Bars,Japanese",3.5 star rating,blue gingko,,,$$
Food Trucks,4.5 star rating,cookiescreams,,,$
Banks & Credit Unions,4.5 star rating,first independent bank,,,
Jewelry,5.0 star rating,ultra diamonds and gold ,,,$$$
"Venues & Event Spaces,Art Galleries",3.5 star rating,lvlx,,,$$
"Coffee & Tea,Sandwiches,Cupcakes",4.5 star rating,king cafe gourmet and go,,,$
Eyewear & Opticians,5.0 star rating,solstice sunglass boutique,,,$$$
,,studio lotus,,,
"Food Court,Shopping",3.5 star rating,pike place outfitters,,,$
"Banks & Credit Unions,Investing",4.5 star rating,associated bank,,,
Active Life,4.0 star rating,true power energy bands,,,
Physical Therapy,4.5 star rating,pacers,,,
"Specialty Food,Caterers,Grocery",4.5 star rating,publix,,,$$$
"Massage,Nail Salons,Hair Removal",4.0 star rating,can dokoi spa,,,$$$
Luggage,5.0 star rating,wilsons leather,,,
"Shopping Centers,Toy Stores",3.0 star rating,auntie annes soft pretzels ii,,,$$
"Jazz & Blues,Italian,Wine Bars",4.0 star rating,japanese wknd maternity,,,$$
"Wine Bars,Venues & Event Spaces",4.0 star rating,plaza iii steakhouse,,,$$$
IT Services & Computer Repair,4.5 star rating,tech superpowers,,,
"Bookstores,Comic Books,Music & DVDs",4.5 star rating,book off,,,$$
Women's Clothing,4.0 star rating,pink zone,,,$$$
Pet Stores,3.0 star rating,tropical reef,,,
"Jewelry,Women's Clothing",4.5 star rating,goodies usa,,,$
,4.0 star rating,whats in store,,,
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,air grafix,,,$$
Pawn Shops,,gold valley,,,
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,mobile square,,,$$
Women's Clothing,3.0 star rating,5-7-9,,,$
"Cards & Stationery,Children's Clothing",4.5 star rating,childrens shoe box,,,$$
"Karaoke,Party & Event Planning",5.0 star rating,wacky bear,,,$
Lounges,4.0 star rating,la martina,,,$$
Ice Cream & Frozen Yogurt,4.0 star rating,marlenes hallmark,,,$
Pretzels,3.5 star rating,auntie annes hand-rolled soft pretzels,,,$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,factory shoe warehouse,,,$$
"General Dentistry,Cosmetic Dentists",5.0 star rating,urgent care of fairfield,,,
"Jewelry,Piercing",,don roberto jewelers,,,
"Lounges,Italian",3.0 star rating,margas lingerie,,,$$
"Bars,American (Traditional)",4.0 star rating,rsports,,,$$
"Grocery,Drugstores",3.0 star rating,west side clothing,,,$$
"Massage Therapy,Massage",4.5 star rating,elements massage,,,$$
Shoe Repair,4.5 star rating,doctor shoe,,,
"Sports Wear,Outdoor Gear",4.0 star rating,oak west footwear,,,$$
"Shoe Stores,Sports Wear",5.0 star rating,heartsole,,,
"Photography Stores & Services,Photo Booth Rentals",4.5 star rating,lasting expressions,,,$$
Sewing & Alterations,4.5 star rating,ace custom tailoring,,,
Sporting Goods,2.5 star rating,eagle cell ph accessories,,,$$$$
Jewelry,3.5 star rating,dunkins diamonds,,,$$$$
"Mobile Phone Repair,Data Recovery",5.0 star rating,royal wireless,,,
"Dance Clubs,Gay Bars",3.5 star rating,splash,,,$$
Hair Salons,,photo genik,,,$$$
"Grocery,Sandwiches,Delis",4.0 star rating,the market deli,,,$
,,amenities,,,
"Shopping Centers,Personal Shopping",3.0 star rating,fanzz   coming soon,,,$$
"Chocolatiers & Shops,Salad,Sandwiches",4.0 star rating,hard rock cafe retail,,,$$
Child Care & Day Care,5.0 star rating,silver spot,,,
"Libraries,Tutoring Centers,Adult Education",4.0 star rating,armed forces career center army ,,,
"Nail Salons,Hair Removal",3.5 star rating,merrys,,,$
"Dance Schools,Opera & Ballet",4.5 star rating,pa leadership school,,,
"Waxing,Reflexology,Hair Stylists",4.0 star rating,john l ashe,,,$$
"Notaries,Shipping Centers",5.0 star rating,southwest mobile,,,
"Steakhouses,Brazilian,Buffets",4.0 star rating,texas de brazil,,,$$$
"Burgers,American (New),Gastropubs",4.0 star rating,yardhouse,,,$$
"Cosmetics & Beauty Supply,Jewelry,Baby Gear & Furniture",3.5 star rating,cbs perfume,,,$$
"Home Theatre Installation,Home Organization",5.0 star rating,the hook up,,,
"Dim Sum,Cantonese",3.5 star rating,bk ,,,$$
"Mobile Phone Repair,Electronics Repair,Mobile Phones",5.0 star rating,cellular sales verizon,,,$$
Italian,4.0 star rating,cafe ditalia,,,$$
"Accessories,Women's Clothing,Children's Clothing",4.5 star rating,accessory lady,,,$$
"Seafood Markets,Grocery",4.5 star rating,seafood market,,,$
Mobile Phones,4.0 star rating,wirelsss giant,,,$$
Mobile Phones,1.0 star rating,cellairis 1,,,$$$$
"Mobile Phone Repair,Electronics Repair,Mobile Phones",5.0 star rating,cellular sales verizon ,,,$$
Department Stores,4.0 star rating,celebrity tuxedos sears ,,,$$$
Grocery,3.5 star rating,sobe liquors boutique,,,$$$
Hair Salons,4.5 star rating,fame,,,$$
Graphic Design,3.5 star rating,fast signs,,,
DJs,5.0 star rating,in the mix,,,
"Personal Injury Law,General Litigation",5.0 star rating,protective insurance,,,
Optometrists,4.5 star rating,dr horne optometrist,,,
"Coffee & Tea,Sandwiches",4.0 star rating,wireless-to-go,,,$
Boating,4.0 star rating,west marine,,,
Tattoo,4.5 star rating,jacobsen investments,,,$$$
Mobile Phones,4.0 star rating,alert cellular,,,$$
Gift Shops,5.0 star rating,decors de france,,,$$
Discount Store,3.5 star rating,dollar city,,,$
"Wedding Planning,Officiants",4.5 star rating,milner shoes,,,
Mobile Phones,2.5 star rating,dollarsmore,,,$$
"Party Supplies,Costumes,Gift Shops",4.0 star rating,wandering cowboy,,,$$
"Internet Service Providers,Television Service Providers",1.5 star rating,ck lottery,,,
Barbers,2.5 star rating,midway barber shop,,,
"Lingerie,Bridal",4.5 star rating,accessories corner,,,$$$
Self Storage,4.5 star rating,proactiv solution vending machine ,,,
"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.0 star rating,mcalisters select,,,$
Handyman,,total home,,,
Indian,3.5 star rating,turmeric,,,$$
Electronics,,zoomsystems,,,
"Day Spas,Massage,Skin Care",4.0 star rating,sparty spa,,,$$
,,literacy network,,,
"Bars,American (New)",4.0 star rating,oltimes smoke shop and cigar lounge,,,$$
Cosmetics & Beauty Supply,4.5 star rating,anna shea chocolates,,,$$
Television Service Providers,1.0 star rating,dish network,,,
Tours,5.0 star rating,spirit of the city,,,
Jewelry,4.5 star rating,mb goldsmiths,,,$$
Asian Fusion,4.5 star rating,emmes mgmt office,,,$$$
"Men's Clothing,Women's Clothing,Children's Clothing",3.5 star rating,european crew corner,,,$$
"Personal Shopping,Women's Clothing,Men's Clothing",5.0 star rating,outfit alterations,,,$$
"Department Stores,Grocery",2.0 star rating,atl tech force,,,$
General Dentistry,4.5 star rating,kool smiles dentistry,,,
"Day Spas,Nail Salons",3.5 star rating,lizs nail spa,,,$
"Accessories,Shoe Stores,Women's Clothing",4.5 star rating,sox appeal,,,$$
"Beaches,Surfing",4.0 star rating,north shore u health,,,
"Landmarks & Historical Buildings,Parks,Tours",4.5 star rating,alaska pride,,,
"Pubs,Dive Bars,American (Traditional)",4.0 star rating,99 restaurant and pub,,,$
Caterers,5.0 star rating,asqew grill,,,
American (New),4.5 star rating,gateway 16 cinemas regal ,,,$$$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.0 star rating,campus colors,,,$$
"Printing Services,Screen Printing/T-Shirt Printing,Embroidery & Crochet",3.5 star rating,embroidme,,,$$
Men's Clothing,3.0 star rating,oxford street,,,$$$
"Men's Clothing,Women's Clothing,Accessories",3.5 star rating,js hats,,,$$$
"Yoga,Pilates,Massage",5.0 star rating,body zone,,,$$
Travel Services,1.0 star rating,travel leaders,,,
"Grocery,Caterers",3.0 star rating,carrollton diner,,,$$$
Arts & Entertainment,4.5 star rating,the expo hall,,,
Shopping Centers,3.5 star rating,t-mobile kiosk 2,,,$$$
"Hair Salons,Nail Salons,Hair Removal",3.5 star rating,hobby nails,,,$$
"Home Decor,Furniture Stores",3.0 star rating,milwaukee furniture,,,$$
"Men's Clothing,Women's Clothing",3.5 star rating,lous motorcycle apparel,,,$$
"Afghan,Middle Eastern",4.0 star rating,gyro house,,,$
"Elementary Schools,Middle Schools & High Schools",,education express,,,
"Men's Clothing,Women's Clothing",4.0 star rating,giorgio armani,,,$$$$
"Professional Services,Interior Design",,nest egg ,,,
Hardware Stores,,wire master,,,
"Women's Clothing,Men's Clothing,Accessories",4.5 star rating,sock it to me,,,$$
Hair Salons,4.5 star rating,the den salon,,,$
Landmarks & Historical Buildings,4.0 star rating,jpmorgan chase,,,
"Women's Clothing,Accessories",4.5 star rating,earthbound trading ,,,$$
Airports,4.0 star rating,city of fresno utilities,,,
"Pizza,Italian",4.0 star rating,guidos chicago hot dogs,,,$$
Burgers,4.0 star rating,aj gators,,,$$
"Accessories,Women's Clothing",,liz claiborne,,,
"Day Spas,Massage",4.0 star rating,estee lauder spa,,,$$
Kitchen & Bath,4.0 star rating,westport woman,,,$$$
Cinema,3.5 star rating,carmike stadium 9,,,
Mobile Phones,,next generation wireless,,,
"Sports Bars,American (New),Gay Bars",4.0 star rating,positive vibes,,,$$
"Meat Shops,Grocery,Health Markets",4.0 star rating,golden mango frozen yogurt,,,$$
Shopping Centers,2.5 star rating,galleria at tyler security,,,$$
Home Decor,3.0 star rating,frette,,,$$$$
"Women's Clothing,Accessories",5.0 star rating,seasons clothing,,,$
Cinema,4.5 star rating,premiere cinemas,,,
Ice Cream & Frozen Yogurt,4.0 star rating,fruity yogurt,,,$
"Veterinarians,Pet Boarding/Pet Sitting",4.0 star rating,animal clinic of friendly center,,,
"Massage,Day Spas",3.0 star rating,comfort massage,,,$
"Home Decor,Furniture Stores,Mattresses",4.5 star rating,cratebarrel home,,,$$
"Hair Salons,Hair Removal",4.0 star rating,lil diva styles,,,$$$
Shoe Stores,3.5 star rating,johnstonmurphy,,,$$
Candy Stores,4.5 star rating,the southern candy ,,,$$
"Outdoor Gear,Bike Rentals,Bikes",4.5 star rating,ocean county sports,,,$$
Parks,3.5 star rating,sharol,,,
Beauty & Spas,,just salon,,,
Sandwiches,4.5 star rating,sub central,,,$
Burgers,4.0 star rating,brownbag burgers,,,$
Italian,4.5 star rating,gavi italian restaurant,,,$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,muncie mall management office,,,$
"Specialty Schools,Musical Instruments & Teachers",4.5 star rating,lee college opp center,,,$$
"Women's Clothing,Swimwear",5.0 star rating,step n style,,,$$$
"Massage,Massage Therapy",5.0 star rating,revive,,,$$
Coffee & Tea,4.5 star rating,cinellis,,,$$
Thrift Stores,4.0 star rating,tappers gold exchange,,,$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,try sports,,,$$
General Dentistry,5.0 star rating,dentist,,,
"Cards & Stationery,Children's Clothing",4.5 star rating,greetings and readings,,,$$
Banks & Credit Unions,3.0 star rating,sterling bank,,,
Jewelry,5.0 star rating,morgan jewelers,,,
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,in add minus,,,$
"IT Services & Computer Repair,Computers",4.5 star rating,2k kases,,,$$
Cinema,3.5 star rating,amc theatres 14,,,
Barbeque,3.0 star rating,kings bbq,,,$$
Barbeque,3.5 star rating,f t casuals,,,$$
"Music Venues,Cocktail Bars",4.0 star rating,cac - custom apparel company,,,$$
Travel Services,4.5 star rating,hilton promenade at branson landing,,,
"Gift Shops,Hobby Shops",4.5 star rating,chinatown imports,,,$$
"Motorcycle Dealers,Motorcycle Repair,Leather Goods",4.5 star rating,merry trading company,,,$$
"Sandwiches,Cheesesteaks",4.0 star rating,philly steak grill,,,$
"Cuban,Latin American",4.5 star rating,miamis best latin american grill,,,$$
"Thai,Halal,Vegan",3.5 star rating,joy luck hands,,,$
Sports Clubs,5.0 star rating,sport zone,,,
"Gluten-Free,Latin American",4.0 star rating,pica pica,,,$$
"Japanese,Sushi Bars",4.0 star rating,umi of japan,,,$$
Shoe Repair,4.0 star rating,shoe city,,,
Pizza,4.0 star rating,michaels pizza,,,$$
Preschools,4.5 star rating,the giving tree,,,
"Japanese,Sushi Bars,Gluten-Free",4.0 star rating,shogun of japan,,,$$$
"American (Traditional),Burgers",3.0 star rating,bistro burger,,,$$
"Shopping Centers,Toy Stores",3.0 star rating,my pillow pets kiosk ,,,$$
"Piercing,Tattoo",5.0 star rating,titanium straight,,,$$
"Bars,Party & Event Planning",4.0 star rating,margarita bar,,,$$$
Public Transportation,3.5 star rating,railroad trains,,,
Professional Sports Teams,4.5 star rating,craig mitchell smith,,,
"Tapas Bars,Peruvian,Seafood",4.0 star rating,inka maki,,,$$
"Hair Salons,Cosmetics & Beauty Supply,Barbers",4.5 star rating,hilltop shoe hospital,,,$$
Public Services & Government,4.5 star rating,l a police credit union,,,
"Latin American,Caribbean",4.0 star rating,caribbeans dream,,,$$
"Hair Salons,Barbers",5.0 star rating,genesis hair,,,$$
"Street Vendors,Specialty Food",4.5 star rating,kettlepop,,,$
Physical Therapy,5.0 star rating,physical therapy south,,,
"Shopping Centers,Specialty Food",4.5 star rating,town center management,,,$$
Grocery,4.0 star rating,asian grocery,,,$
"Art Galleries,Arts & Crafts,Home Decor",4.0 star rating,garden gallery iron works,,,$$
Travel Services,,the greene turtle,,,
"Men's Clothing,Women's Clothing",4.5 star rating,crazy shirts ,,,$$
Contractors,5.0 star rating,polad home construction,,,
Grocery,3.5 star rating,southland family medicine,,,$$$
"Personal Shopping,Women's Clothing",5.0 star rating,shoe career,,,$$
"Music Venues,Venues & Event Spaces,Performing Arts",4.5 star rating,snooty patooty,,,$$
"Local Flavor,Mass Media",2.5 star rating,alegent health,,,
"Car Dealers,Auto Repair",3.0 star rating,hamilton place car wash,,,
"Chinese,Vegetarian,Seafood",3.5 star rating,green tea,,,$
"Skin Care,Day Spas,Hair Salons",4.0 star rating,new elizabeth arden red door spa,,,$$$
General Dentistry,,jared,,,
"Party Supplies,Costumes,Party Equipment Rentals",4.5 star rating,accessory necessities,,,$$
"Jewelry,Watches,Jewelry Repair",4.0 star rating,meher jewelers,,,$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,pearl t nails,,,$$$
"Women's Clothing,Accessories,Cosmetics & Beauty Supply",4.0 star rating,labelle de beaute,,,$$$$
Luggage,5.0 star rating,fashion valley luggage,,,$$
Shopping,5.0 star rating,kei stylist,,,
Banks & Credit Unions,,americu credit union,,,
Sports Wear,3.0 star rating,allsports,,,$$
Barbeque,2.0 star rating,hot rods bbq,,,
"Caribbean,Cuban,Tapas Bars",4.0 star rating,cafe tu tu tango,,,$$
Art Galleries,5.0 star rating,blue moon gallery,,,
"Arcades,Museums",4.5 star rating,thrill it family fun center,,,
,,boutique international,,,
"Antiques,Jewelry,Home Decor",4.5 star rating,flags flying,,,$$$
Hot Dogs,2.5 star rating,jody maronis,,,$
"Department Stores,Discount Store",4.0 star rating,dollar dream,,,$
"Italian,Pizza",3.0 star rating,carlos pizza,,,$
"Personal Shopping,Women's Clothing,Men's Clothing",5.0 star rating,fashion closet,,,$$
Barbeque,3.5 star rating,q barbeque,,,$$
"Bakeries,Coffee & Tea",3.5 star rating,cafe vienna,,,$$
,,white barn candle,,,
"Used, Vintage & Consignment,Children's Clothing",4.0 star rating,kidz closet,,,$$
Hair Salons,4.0 star rating,jensen fey architects,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,mary kay cosmetics,,,$$$
"Coffee & Tea,Bubble Tea,Desserts",4.0 star rating,boba tea company,,,$
Dry Cleaning & Laundry,4.5 star rating,super dry cleaners,,,$
Bikes,4.5 star rating,jp sports,,,$$
Real Estate Agents,5.0 star rating,intero real estate serv ,,,
Coffee & Tea,4.5 star rating,hi seoul korean caf?,,,$
Shades & Blinds,5.0 star rating,custom creations,,,
"Venues & Event Spaces,Music Venues,Art Galleries",3.5 star rating,huntington learning ctr ,,,$$
Italian,4.0 star rating,cinghiale,,,$$
Department Stores,4.0 star rating,alpha formal wear,,,$$$
Hot Dogs,3.0 star rating,gourmet franks,,,$
Medical Centers,2.5 star rating,silver center,,,
"Accessories,Jewelry",4.5 star rating,bellas bags,,,$$
Mobile Phones,1.0 star rating,virgin mobile,,,$$
"Skin Care,Hair Removal,Medical Spas",4.5 star rating,allure cosmetics,,,$$
"Outdoor Gear,Bike Rentals,Bikes",4.5 star rating,primo comfort footwear,,,$$
Cosmetics & Beauty Supply,4.0 star rating,kristy - the beauty store,,,$$
Investing,5.0 star rating,liberty financen invest,,,
Health Markets,5.0 star rating,super natural vitamins,,,$
Pest Control,5.0 star rating,florida t-shirts plus,,,
Eyewear & Opticians,5.0 star rating,sunset optical,,,$$$
Health Markets,4.5 star rating,sunshine health foods,,,$$
"Jewelry,Watches",4.5 star rating,eternal jewelers,,,$$
"Sushi Bars,Japanese",4.0 star rating,sakura garden,,,$$
"Argentine,Burgers",4.5 star rating,argento,,,$
Car Dealers,4.5 star rating,a tag and title service,,,
Florists,5.0 star rating,isadoras,,,$$
Bookstores,4.0 star rating,dillards men and children,,,$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,macys - womens,,,$$
Professional Services,,pepsi,,,
