store_name,store_new_id
friendlys,1557
gertrude hawk,1558
glamourglow,1559
granite art,1560
hersheys ice cream,1561
hl stephens,1562
hollys hounds,1563
chemung hall fame museam,1564
intensity cheer elite,1565
intis path,1566
kitchen collections,1567
liberty travel,1568
life uniform,1569
littman jewelrys,1570
mall barber shop,1571
modern nail,1572
nail trix,1573
natural beauty,1574
new orient,1575
olympia sports,1576
picnic pizza,1577
robert sides fam musical,1578
ruby tuesday,1579
senior art gallery,1580
shoe doctor,1581
silkys play place,1582
snackn more,1583
styles sunglasses,1584
tasty bites,1585
taza,1586
the gold deposit,1587
the christmas house,1588
ticket counter,1589
time out,1590
tinas hallmark,1591
t shirt studio,1592
united detail auto access,1593
united detail express,1594
wireless city,1595
yesterdays,1596
alley gally,1597
arrowhead cinema 10,1598
bancfirst,1599
beaded bliss,1600
bee beautiful,1601
bills bbq,1602
candy craze,1603
coach house gifts,1604
daily grind,1605
dollar tree,1606
dynasty express,1607
eye mart express,1608
fashion metals,1609
gameday,1610
gold plaza,1611
