,store,store_id
1310,davebusters,1310
1311,dojo danketsu martialarts,1311
1312,edible arrangements,1312
1313,ethan allen,1313
1314,farmers jess rogers agnt,1314
1315,fish city grill,1315
1316,freebirds world burrito,1316
1317,genghis grill,1317
1318,glorias,1318
1319,haltoms jewelrys,1319
1320,happy smiles dentistry,1320
1321,hardin computers,1321
1322,hoffbrau steaks,1322
1323,chuys,1323
1324,improv comedy club,1324
1325,india grill,1325
1326,italian market restaurant,1326
1327,kelley athletic company,1327
1328,kidcore toys,1328
1329,kidspark,1329
1330,kincaids,1330
1331,knockouts haircuts 4 men,1331
1332,lasik plus,1332
1333,luxury of leather,1333
1334,medifast weight loss ctr,1334
1335,medi weight loss,1335
1336,melting pot restaurant,1336
1337,moda salonspa,1337
1338,piano gallery,1338
1339,piranha killer sushi,1339
1340,pluckers wing bar,1340
1341,rally house texas,1341
1342,robbins bro,1342
1343,sleep experts,1343
1344,splitsville,1344
1345,studio movie grill,1345
1346,studio orthodontics,1346
1347,texas am university,1347
1348,the keg steakhousebar,1348
1349,the little gym,1349
1350,tobacco lane,1350
1351,university of phoenix,1351
1352,which wich,1352
1353,world market,1353
1354,zizi pedispanails,1354
1355,ageless medical spa,1355
1356,blimpie subssalads,1356
1357,bon ton,1357
1358,braidsstyles by lisa,1358
1359,cellular accessories,1359
1360,coldwell banker realty,1360
1361,community job center,1361
1362,dakota watch,1362
1363,earth woodstone,1363
1364,elmira savings bank,1364
1365,encoretanning salon,1365
1366,five rivers scout shop,1366
1367,friendlys,1367
1368,gertrude hawk,1368
1369,glamourglow,1369
1370,granite art,1370
1371,hersheys ice cream,1371
1372,hl stephens,1372
1373,hollys hounds,1373
1374,chemung hall fame museam,1374
1375,intensity cheer elite,1375
1376,intis path,1376
1377,kitchen collections,1377
1378,liberty travel,1378
1379,life uniform,1379
1380,littman jewelrys,1380
1381,mall barber shop,1381
1382,modern nail,1382
1383,nail trix,1383
1384,natural beauty,1384
1385,new orient,1385
1386,olympia sports,1386
1387,picnic pizza,1387
1388,robert sides fam musical,1388
1389,ruby tuesday,1389
1390,senior art gallery,1390
1391,shoe doctor,1391
1392,silkys play place,1392
1393,snackn more,1393
1394,styles sunglasses,1394
1395,tasty bites,1395
1396,taza,1396
1397,the gold deposit,1397
1398,the christmas house,1398
1399,ticket counter,1399
1400,time out,1400
1401,tinas hallmark,1401
1402,t shirt studio,1402
1403,united detail auto access,1403
1404,united detail express,1404
1405,wireless city,1405
1406,yesterdays,1406
1407,alley gally,1407
1408,arrowhead cinema 10,1408
1409,bancfirst,1409
1410,beaded bliss,1410
1411,bee beautiful,1411
1412,bills bbq,1412
1413,candy craze,1413
1414,coach house gifts,1414
1415,daily grind,1415
1416,dollar tree,1416
1417,dynasty express,1417
1418,eye mart express,1418
1419,fashion metals,1419
1420,gameday,1420
1421,gold plaza,1421
1422,golden phoenix massage,1422
1423,halloween boutique,1423
1424,italian eatery,1424
1425,juice express,1425
1426,las fuentes,1426
1427,mikes fish,1427
1428,myers grill,1428
1429,optometrist,1429
1430,redskye wireless,1430
1431,riddles,1431
1432,ruths christian books,1432
1433,snip n clip,1433
1434,starlight golf,1434
1435,talk in style,1435
1436,the buckle,1436
1437,fossil,1437
1438,altered states,1438
1439,arizona diamond center,1439
1440,arizona national guard recruiting center,1440
1441,arrowhead barber shop,1441
1442,azhara,1442
1443,blueegreen resorts,1443
1444,bourbon,1444
1445,cibola,1445
1446,coastal wireless,1446
1447,cool shades,1447
1448,crocs footwear,1448
1449,orange julius,1449
1450,del sol,1450
1451,diamond resort,1451
1452,digitell,1452
1453,diva,1453
1454,downeast basics,1454
1455,fashion central,1455
1456,filthy rich,1456
1457,fuzziwigs,1457
1458,game daze,1458
1459,gelato maker,1459
1460,gifts from bethlehem,1460
1461,gizmobies,1461
1462,glass cage sports,1462
1463,green tea,1463
1464,heartsoul,1464
1465,hijuki,1465
1466,hot rags,1466
1467,childrens play area,1467
1468,i smile dentistry,1468
1469,industrial ride,1469
1470,karizma,1470
1471,kitchen gourmet,1471
1472,la nails,1472
1473,mineral make up,1473
1474,miracle mile deli,1474
1475,model home center,1475
1476,natural touch,1476
1477,nava hopi gallery,1477
1478,nicks menswear,1478
1479,nys collection,1479
1480,ornamentsink,1480
1481,paradise bakery,1481
1482,paris optique,1482
1483,perfume gallery,1483
1484,perspective art and frame,1484
1485,puppiesn love,1485
1486,sedona pines,1486
1487,serenity relax,1487
1488,set it straight,1488
1489,shape brow bar,1489
1490,signals,1490
1491,silver efx,1491
1492,smoking vapor,1492
1493,sunglass designs,1493
1494,sweet daddy cupcakesfrozen yogurt,1494
1495,talk mobile,1495
1496,the clothing,1496
1497,tinkerbell,1497
1498,toniguy,1498
1499,us air force recruiting center,1499
1500,us army,1500
1501,us marines recruiting center,1501
1502,us navy recruiting center,1502
1503,weisfield jewelrys,1503
1504,westcor kids club,1504
1505,wigs amor,1505
1506,wireless 4 u,1506
1507,follow the bunny,1507
1508,7fox,1508
1509,am variety store,1509
1510,almoda,1510
1511,call it spring,1511
1512,cell active,1512
1513,coffee traders,1513
1514,custom foto art,1514
1515,dollar n things,1515
1516,dunkin,1516
1517,golfsmith,1517
1518,healthcare massage,1518
1519,marcou jewelrys,1519
1520,master wok,1520
1521,millers ale house,1521
1522,perfume,1522
1523,pretzel twister,1523
1524,red persimmon,1524
1525,regina pizzeria,1525
1526,the threading spa,1526
1527,wireless zone,1527
1528,guess,1528
1529,aacc salesservice training center,1529
1530,aerosoles,1530
1531,andrew marc,1531
1532,anne arundel communtiy college,1532
1533,bass pro,1533
1534,bubbles for hair,1534
1535,calvin klein,1535
1536,candy world,1536
1537,cinema,1537
1538,claires etc,1538
1539,coach factory,1539
1540,coach mens factory,1540
1541,consumer opinion center,1541
1542,cosmetic company,1542
1543,cyberion,1543
1544,davebusters grand sports cafe,1544
1545,dk,1545
1546,duclaw brewing,1546
1547,fashion time,1547
1548,five below,1548
1549,lamour nails,1549
1550,hakky instant shoe repair and alterations,1550
1551,champion,1551
1552,chevys fresh mex,1552
1553,in jewelrys,1553
1554,jasmine bubble,1554
1555,kasper,1555
1556,leggs hanes bali playtex factory,1556
1557,medieval times dinnertournament,1557
1558,merrell,1558
1559,modells sporting goods,1559
1560,moes southwest grill,1560
1561,naturalizer,1561
1562,new york perfumery,1562
1563,new york warehouse,1563
1564,not your daughters jeans,1564
1565,osh kosh bgosh,1565
1566,perfume place,1566
1567,pink,1567
1568,popeyes,1568
1569,rafets hairmasters,1569
1570,rocawear,1570
1571,royale jewelrys diamond,1571
1572,salad creations,1572
1573,scrubsbeyond,1573
1574,sports page,1574
1575,sports zone,1575
1576,the beauty,1576
1577,timberland,1577
1578,time factory watch,1578
1579,tobacco leaf,1579
1580,vince camuto,1580
1581,vision works,1581
1582,yeungs lotus express,1582
1583,ab tech,1583
1584,arsenal athletics,1584
1585,bella dona,1585
1586,blue cross blue shield,1586
1587,cajun express,1587
1588,capeteria,1588
1589,carmen carmen,1589
1590,cellular sales,1590
1591,college colors,1591
1592,complete laser clinic of asheville,1592
1593,dakota watch company,1593
1594,elementality,1594
1595,emersons coffee,1595
1596,golden nail,1596
1597,hair plus,1597
1598,charming eyes,1598
1599,jewelry box,1599
1600,kay express convenience store,1600
1601,landsend,1601
1602,lee spa nails,1602
1603,mitchells tuxedos,1603
1604,mountain vapor,1604
1605,pipes ltd,1605
1606,planet smoothie,1606
1607,power jump,1607
1608,pro-active solution,1608
1609,sharon luggagegifts,1609
1610,silver connection,1610
1611,sugar mama waxing and beauty studio,1611
1612,summer breeze,1612
1613,suncoast,1613
1614,turbo fast refund tax service,1614
1615,us cellular,1615
1616,wasabi,1616
1617,wireless dimensions,1617
1618,animal protective league,1618
1619,blue dragon,1619
1620,bob evans,1620
1621,bruno bro,1621
1622,buy selltrade,1622
1623,carmike cinema,1623
1624,cell accessories,1624
1625,dunhams,1625
1626,e b company,1626
1627,el puente,1627
1628,esthers sports cards,1628
1629,fashion bug,1629
1630,intermessage comm,1630
1631,jb robinson jewelrys,1631
1632,joann,1632
1633,loranns gifts,1633
1634,neals shoes,1634
1635,nuff stuff gifts,1635
1636,oriental express,1636
1637,tractor supply,1637
1638,treasure island jewelry,1638
1639,avalon,1639
1640,baudines shoe store,1640
1641,cafe de france,1641
1642,calimo,1642
1643,fresh nail waxdry bar,1643
1644,giant cycling world,1644
1645,gigis cupcakes,1645
1646,champps,1646
1647,lucky jeans,1647
1648,noodlescompany,1648
1649,pier 1 imports,1649
1650,teds montana grill,1650
1651,19th st dental,1651
1652,allstate insurance,1652
1653,asap commuter cafe,1653
1654,atlantic grill,1654
1655,bbt bank,1655
1656,bodies the exhibition,1656
1657,cafe nineteen,1657
1658,city sports,1658
1659,copelands cheesecake,1659
1660,creative loafing,1660
1661,doc greens,1661
1662,drew lewis,1662
1663,auto spa,1663
1664,eye gallery,1664
1665,fishhook grille,1665
1666,fox sports grill,1666
1667,k la,1667
1668,kilwin,1668
1669,lobby barbistro,1669
1670,nani salon spalifestyle,1670
1671,piedmont physicians,1671
1672,pink heart accessories,1672
1673,publix supermarket,1673
1674,rosa mexicano,1674
1675,sole,1675
1676,strip steakssushi,1676
1677,the grape,1677
1678,tin drum asia cafe,1678
1679,twelve hotel,1679
1680,uptown pups,1680
1681,west elm,1681
1682,pandora,1682
1683,travelex,1683
1684,vera bradley,1684
1685,appleseed crepebread,1685
1686,athleta,1686
1687,au bon pain,1687
1688,aveda lifestyle,1688
1689,bare minerals,1689
1690,bobbys burger palace,1690
1691,bose,1691
1692,cornco,1692
1693,cratebarrel,1693
1694,crewcuts,1694
1695,crumbs bake shop,1695
1696,cvs,1696
1697,delias,1697
1698,dellaria salon,1698
1699,dspa by dellaria,1699
1700,ecco shoes,1700
1701,free people,1701
1702,gateway newstand,1702
1703,gourmet india,1703
1704,haagen daz,1704
1705,hanna anderson,1705
1706,ifix and repair,1706
1707,image sunwear,1707
1708,jewelry rapid repair,1708
1709,johnstonmurphy,1709
1710,kiehls,1710
1711,legal sea food,1711
1712,lindt chocolate,1712
1713,littlemissmatched,1713
1714,lordtaylor,1714
1715,nail gallery,1715
1716,natural salon,1716
1717,new age oriental therapy,1717
1718,paradise pen,1718
1719,play area,1719
1720,ruum,1720
1721,salem five bank,1721
1722,shot cakes,1722
1723,sperry top sider,1723
1724,spikes junkyard dogs,1724
1725,swim n sport,1725
1726,the art of shaving,1726
1727,tourneau,1727
1728,truffles fine confections,1728
1729,uno chicago grill,1729
1730,vip tailor,1730
1731,yogibo,1731
1732,ashley furniture,1732
1733,atlanta bread,1733
1734,ga banktrust,1734
1735,hhgregg,1735
1736,christmas tree shops,1736
1737,just beds sleep gallery,1737
1738,keen signs,1738
1739,orthodontic centers,1739
1740,pier 1 kids,1740
1741,souper salad,1741
1742,apple,1742
1743,authentiks,1743
1744,diamond nails,1744
1745,dish network,1745
1746,express menwomen,1746
1747,fye musicmovies,1747
1748,famous hair,1748
1749,hakky instant shoe repair,1749
1750,handpicked,1750
1751,harris jewelrys,1751
1752,hat shack,1752
1753,home team sports,1753
1754,china express,1754
1755,kings jewelrys,1755
1756,know style,1756
1757,little athens,1757
1758,moes,1758
1759,mori luggagegifts,1759
1760,nailtrix,1760
1761,new york,1761
1762,perfume galore,1762
1763,razzberry cool,1763
1764,shoe department,1764
1765,silvina,1765
1766,strasburg child,1766
1767,suit factory,1767
1768,tobaccoland,1768
1769,williams,1769
1770,xclusiv,1770
1771,city imaging,1771
1772,city place modern dentist,1772
1773,davids bridal,1773
1774,executive tans,1774
1775,fatburger,1775
1776,hawaiian bbq,1776
1777,kinkos copy center,1777
1778,more than curly salon,1778
1779,mountain man,1779
1780,mr neats formalwear,1780
1781,nutrishop aurora,1781
1782,state farm,1782
1783,supertarget,1783
1784,wing stop,1784
1785,betsy johnson,1785
1786,damiani,1786
1787,diesel,1787
1788,gilly hicks,1788
1789,le sportsac,1789
1790,swatch,1790
1791,true religion,1791
1792,tumi,1792
1793,7 for all mankind,1793
1794,action kids,1794
1795,adidas,1795
1796,adolfo dominguez,1796
1797,ag adriano goldschmied,1797
1798,allsaints,1798
1799,asian chao,1799
1800,astoria,1800
1801,babycottons,1801
1802,baby gapgapkids,1802
1803,banana moon sunwear,1803
1804,barefoot republic,1804
1805,barneys new york,1805
1806,bayside brush company,1806
1807,bcbg,1807
1808,bcbg max,1808
1809,beard papa,1809
1810,bella luna,1810
1811,benetton,1811
1812,bloomingdales,1812
1813,hugo boss,1813
1814,cache luxe,1814
1815,camper shoes,1815
1816,catimini,1816
1817,caviarmore,1817
1818,cigar box,1818
1819,cingular wireless,1819
1820,coco gelato,1820
1821,coco lunette,1821
1822,cocos,1822
1823,cocos day spasalon,1823
1824,crabtreeevelyn,1824
1825,crepe maker,1825
1826,desigual,1826
1827,digital world,1827
1828,dodo,1828
1829,dolcevita gelato cafe,1829
1830,donald j pliner,1830
1831,ebx,1831
1832,electronics boutique,1832
1833,engraving,1833
1834,equinox fitness clubs,1834
1835,etiqueta negra,1835
1836,faconnable,1836
1837,ferrari store,1837
1838,florsheim,1838
1839,for love 21,1839
1840,franco pianegonda,1840
1841,geox,1841
1842,grand lux cafe,1842
1843,g star raw,1843
1844,harmontblaine,1844
1845,henri bendel,1845
1846,herve leger by max azria,1846
1847,charles david,1847
1848,che pasta,1848
1849,chicken kitchen,1849
1850,chicken now,1850
1851,inglot,1851
1852,intimacy,1852
1853,its sugar,1853
1854,j lindeberg,1854
1855,jo malone,1855
1856,kidz,1856
1857,kipling,1857
1858,kokopalenki,1858
1859,a mart,1859
1860,la petite francais,1860
1861,luggagemore,1861
1862,m missoni,1862
1863,mama bs pizza,1863
1864,marc ecko,1864
1865,marciano,1865
1866,maxstudio,1866
1867,mia jewels,1867
1868,millefiori,1868
1869,mimi maternity,1869
1870,miss katies charm school,1870
1871,mwtux,1871
1872,oakley o store,1872
1873,ocean prime,1873
1874,omega jewelrys,1874
1875,optical world,1875
1876,pashas,1876
1877,paul,1877
1878,paulshark,1878
1879,piacere,1879
1880,porsche design,1880
1881,premier travelware,1881
1882,puma,1882
1883,red label hugo,1883
1884,reiss,1884
1885,rg512,1885
1886,rosalias,1886
1887,salsa grill,1887
1888,secret of the himalayan,1888
1889,shrimp market,1889
1890,sleek medspa,1890
1891,sony,1891
1892,splendid,1892
1893,steve madden,1893
1894,stuart weitzman,1894
1895,sushi siam,1895
1896,swimn sports,1896
1897,tango grill,1897
1898,ted baker,1898
1899,the grill on the alley,1899
1900,tick tock,1900
1901,todds tickets,1901
1902,tony romas express,1902
1903,tous,1903
1904,turnberry international,1904
1905,uptown,1905
1906,vertigo,1906
1907,watch station,1907
1908,white buffalo,1908
1909,william rast,1909
1910,world phones,1910
1911,xxi,1911
1912,zara,1912
1913,zingara,1913
1914,hannoush jewelrys,1914
1915,angel nail,1915
1916,bonnieclyde hair salon,1916
1917,flaming wok,1917
1918,friendlys restaurant,1918
1919,goldmine,1919
1920,jonathan reid,1920
1921,nail club,1921
1922,ninety nine rest pub,1922
1923,primages,1923
1924,sweet emotions,1924
1925,tilt,1925
1926,ab accessories,1926
1927,african cultural collect,1927
1928,armed forces,1928
1929,bad boy clothing,1929
1930,bakkers cookies,1930
1931,beltsbuckles,1931
1932,bling bling,1932
1933,bombay brow bar,1933
1934,capland,1934
1935,color me beautiful,1935
1936,community build,1936
1937,copy city,1937
1938,debbie allen dance acdmy,1938
1939,downtown buffet,1939
1940,exotic spabody,1940
1941,fame,1941
1942,farucci studio,1942
1943,fat burger,1943
1944,game force,1944
1945,gamesfun,1945
1946,hair architects,1946
1947,happy time herbsvitamins,1947
1948,heads up,1948
1949,chambers shoe shine,1949
1950,jendayi,1950
1951,kbeauty salon,1951
1952,kbeauty supply,1952
1953,kids club,1953
1954,kids korner,1954
1955,lapd substation,1955
1956,levons,1956
1957,lvl x,1957
1958,m s jewelry,1958
1959,mta,1959
1960,museum of african art,1960
1961,my hair creation,1961
