category,rate,name,address,url,price_range
Home Health Care,4.0 star rating,senior life network,,,
"Banks & Credit Unions,Auto Loan Providers,Financial Advising",4.5 star rating,navy federal credit union,,,
"Music Venues,Venues & Event Spaces",4.5 star rating,on the bright side,,,$$
Mobile Phone Repair,3.5 star rating,iwireless,,,
Sewing & Alterations,4.5 star rating,montgomery custom tailor,,,
"American (Traditional),Burgers,Sandwiches",4.0 star rating,burger and grill,,,$
"Italian,Asian Fusion,Comfort Food",3.5 star rating,noodlescompany,,,$
"Donuts,Cafes",4.5 star rating,westgate bakery,,,$
"Indian,Pakistani",3.5 star rating,sweet palace,,,$$
Toy Stores,4.0 star rating,build-a-bear workshop,,,$$
Ice Cream & Frozen Yogurt,4.0 star rating,ice cream creations,,,$$
"Japanese,Bars",4.5 star rating,sakoa japanese grill,,,$$$$
"Performing Arts,Comedy Clubs,Specialty Schools",5.0 star rating,super jump party zone,,,$
Tobacco Shops,2.5 star rating,puffs-n-stuffs,,,$$
"Electronics,Car Stereo Installation",4.5 star rating,mobile one,,,$$
Florists,4.5 star rating,c v wrappers,,,$$
Hair Removal,3.5 star rating,bollywood eyebrow thread,,,$
Jewelry,5.0 star rating,the jewelry shoppe,,,$$$
Gift Shops,5.0 star rating,giftsmore,,,$$
Festivals,4.5 star rating,odyssey 15,,,
Furniture Stores,3.5 star rating,harvest home,,,$$
Mobile Phones,4.5 star rating,diamond wireless verizon wireless retailer ,,,$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,talk mobile inc ,,,$$
Sewing & Alterations,4.5 star rating,mr custom tailor,,,
Gift Shops,4.5 star rating,artsy hands,,,$$
"Bakeries,Desserts",4.5 star rating,mrs fields cookie cafe,,,$
"Thai,Asian Fusion",4.0 star rating,buddha restaurant,,,$$
"Jewelry,Watches,Watch Repair",4.5 star rating,hamilton jewelers,,,$$
"Nail Salons,Hair Removal",4.0 star rating,luxury nails,,,$$
Festivals,4.5 star rating,idaho state liquor store,,,
"Women's Clothing,Home Decor,Jewelry",4.0 star rating,dead sea treasures,,,$$$
"Massage,Nail Salons,Skin Care",4.5 star rating,beverly nail spa,,,$$
Hair Salons,4.0 star rating,privilege by casanova,,,$$$
Hair Salons,4.0 star rating,pigtailscrewcuts,,,$
"Department Stores,Discount Store",4.0 star rating,everything for a dollar,,,$
Festivals,4.5 star rating,broadway t-shirt ,,,
"Shopping Centers,Toy Stores",3.0 star rating,a tt kiosk ,,,$$
Parks,5.0 star rating,mountainside fitness,,,
Real Estate Agents,5.0 star rating,green valley financial,,,
,,kings row,,,
"Dive Bars,American (Traditional),Dance Clubs",4.0 star rating,x o t shoes,,,$
,,fork in the road,,,
"American (New),Brasseries",4.0 star rating,dr lee bryant sears ,,,$$
"Watches,Accessories",2.0 star rating,time after time,,,$$$$
"Lounges,Cocktail Bars",4.0 star rating,the cantina,,,$$
"Bakeries,Cafes",3.0 star rating,corner cafebakery,,,$
Women's Clothing,,fashion joy,,,
"Mobile Phones,Mobile Phone Repair",4.0 star rating,verizon wireless neighborhood,,,$$
Cinema,2.5 star rating,united artists theatres,,,
"Museums,Aquariums",4.0 star rating,natural history museum,,,
"Bars,German",4.0 star rating,funke monke,,,$
"Jewelry,Women's Clothing,Accessories",4.5 star rating,gem boutique,,,$$
Bakeries,4.0 star rating,macys taste bar,,,$$
Home Decor,5.0 star rating,ambiance home decor,,,$$
"Italian,Bars,Pizza",4.0 star rating,appetizer,,,$$
Employment Agencies,4.0 star rating,robert brooks company,,,
Child Care & Day Care,,little bugs,,,
Bars,4.0 star rating,claridge wines,,,$$
Jewelry,3.0 star rating,treasure jewelers,,,
"American (New),Bars",3.5 star rating,tavern at phipps ,,,$$$
"French,Breakfast & Brunch,Bars",4.0 star rating,storybook ballet,,,$$$
Sporting Goods,,mvp sports,,,$$
Discount Store,3.5 star rating,99 cent only stores,,,$
"Hair Salons,Skin Care,Makeup Artists",4.5 star rating,dazzling divas,,,$$
Graphic Design,5.0 star rating,epic designs,,,
"Seafood,American (New),Live/Raw Food",3.5 star rating,kingfish hall,,,$$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,michaels formalwear,,,$$
"Sewing & Alterations,Dry Cleaning & Laundry",4.0 star rating,alterations,,,$
Auto Repair,5.0 star rating,cohoes,,,
Ice Cream & Frozen Yogurt,4.5 star rating,icing ice,,,$$
"General Dentistry,Periodontists",4.5 star rating,allure,,,
Nail Salons,,designer nails,,,
Eyewear & Opticians,5.0 star rating,solstice sunglasses boutique,,,$$$
"Jewelry,Gold Buyers",5.0 star rating,the silver place,,,$$
Cinema,4.5 star rating,cinema world,,,
Jewelry,5.0 star rating,r k fashions,,,$$
Grocery,3.0 star rating,oriental gifts,,,$$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,sports and more,,,$$
"Pubs,Seafood,Bed & Breakfast",3.0 star rating,camerons,,,$$
Toy Stores,4.5 star rating,toy town,,,$$$
"Child Care & Day Care,Preschools",3.5 star rating,kids park,,,
"Grocery,Sandwiches",4.5 star rating,henrys marketplace,,,$
Car Dealers,5.0 star rating,universal imports,,,
"Italian,Pizza",3.5 star rating,piztros bistro pizza bar,,,$$$
"Coffee & Tea,Breakfast & Brunch",4.0 star rating,lava java,,,$
"Dance Clubs,Gay Bars",4.0 star rating,omg,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,jones bros jewelers,,,$$
"Day Spas,Medical Spas",4.5 star rating,ny nailsspa,,,$$
Cosmetics & Beauty Supply,4.0 star rating,best buy beauty supply,,,$$
Nail Salons,3.5 star rating,nails ii,,,$
"Fast Food,Southern",3.5 star rating,popeyes chicken,,,$
Toy Stores,4.5 star rating,teach me to trade,,,$$$
"Antiques,Jewelry,Home Decor",4.0 star rating,embroidery paradise,,,$$$
"Dive Bars,American (Traditional),Dance Clubs",4.0 star rating,oakbrook shoe repair,,,$
Pool Halls,4.0 star rating,brunswick bowling,,,$$
Lingerie,4.5 star rating,the fitting place,,,$$$
"Hot Dogs,German,Caterers",4.0 star rating,occasionally yours,,,$
"Luggage,Outdoor Gear",5.0 star rating,colorado bag nbaggage,,,$$$
"Carpet Cleaning,Damage Restoration,Furniture Reupholstery",1.5 star rating,all 4 u,,,
"Sandwiches,Delis,Italian",4.5 star rating,rosies a taste of italy,,,$
"Jewelry,Women's Clothing,Accessories",4.5 star rating,ruby boutique,,,$$
"Art Supplies,Hobby Shops",3.5 star rating,carrie anns shpng addict,,,$$
Sewing & Alterations,5.0 star rating,super stitch alterations,,,
Public Services & Government,,us marine recruiters,,,
"Bikes,Bike Repair/Maintenance",4.0 star rating,sears hearing aid department,,,$$
"Indian,Food Trucks",4.0 star rating,currito: burritos,,,$
Pet Stores,4.5 star rating,puppy village,,,
"Museums,Aquariums",4.0 star rating,checkered flag of iowa,,,
Lingerie,4.5 star rating,victorias secret lingerie and beauty,,,$$$$
"Accessories,Women's Clothing",4.0 star rating,dress barn,,,$$
Art Supplies,4.5 star rating,paper tree,,,$$
Banks & Credit Unions,3.5 star rating,space coast credit union,,,
"Used, Vintage & Consignment,Thrift Stores",4.0 star rating,lee clothing warehouse,,,$
"Printing Services,Shipping Centers,Signmaking",2.5 star rating,monique fashion access ,,,
Massage Therapy,5.0 star rating,therapy touch,,,
Outlet Stores,,baby depot,,,
,,basix,,,
Bikes,4.5 star rating,daniel blaze,,,$$
Bridal,5.0 star rating,lovely,,,$$
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,standard style,,,$
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,orange leaf frozen yogurt,,,$
Bars,4.0 star rating,basic,,,$
Bakeries,4.0 star rating,dr james potter dds,,,$$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,hallmark martins,,,$$$
Colleges & Universities,1.0 star rating,devry university,,,
Mobile Phones,4.0 star rating,executive cellular,,,$$
Hotels,4.0 star rating,debs hallmark,,,$$$
"Parks,Hiking",4.5 star rating,lexington motor sports,,,
Hotels,4.5 star rating,bravura fashions,,,$$$$
Musical Instruments & Teachers,3.0 star rating,guitar center,,,$$
"Shopping Centers,Toy Stores",3.0 star rating,cd clarke ,,,$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,macy’s,,,$$
Swimming Pools,4.0 star rating,jean pool,,,
Shoe Repair,4.5 star rating,happy instant shoe repair,,,
"Tobacco Shops,Men's Clothing",5.0 star rating,vendetta,,,$$$$
"Jewelry,Watches",4.5 star rating,new york jewelers,,,$$
"Barbers,Men's Hair Salons",4.5 star rating,edge up barbershop,,,$$
Home Decor,3.5 star rating,the general store,,,$$$
"American (New),Venues & Event Spaces",4.5 star rating,halverson group,,,$$$$
Hypnosis/Hypnotherapy,,denison,,,
Cosmetics & Beauty Supply,4.5 star rating,alberts furs,,,$$
Pool Halls,4.0 star rating,hot shots billiards,,,$$
Cinema,3.0 star rating,regal 20 cinemas,,,
Italian,4.5 star rating,seven,,,$$$
Travel Services,4.5 star rating,aros massage - new location ,,,
Massage Therapy,,the foxworthy store,,,
"Women's Clothing,Accessories",3.5 star rating,bryn walker,,,$$$
"Performing Arts,Dance Schools",4.5 star rating,the little dance shop,,,
"Pet Stores,Pet Groomers",4.0 star rating,puppy pleasers rescue,,,
"Tours,Limos,Airport Shuttles",5.0 star rating,the college station,,,
Amusement Parks,4.0 star rating,funtastic highway,,,
Men's Clothing,4.0 star rating,dkny company store,,,$$
Turkish,4.0 star rating,hfs federal credit union,,,$$
Shoe Stores,2.5 star rating,db shoes,,,$$
Department Stores,4.5 star rating,uniform advantage,,,$$
"Women's Clothing,Accessories",3.5 star rating,michael kors apparel,,,$$
"Martial Arts,Trainers",5.0 star rating,evolve,,,
"Pizza,Italian",3.5 star rating,sole mio,,,$$
"Shoe Stores,Sports Wear",5.0 star rating,report shoes,,,$$
"Music Venues,Festivals",4.5 star rating,churros ole,,,$$
"Parks,Beaches",5.0 star rating,alaska indoor sports,,,
Jewelry,5.0 star rating,elle,,,$$
Toy Stores,4.0 star rating,g r doodlebug,,,
Cards & Stationery,4.5 star rating,hallmark paper gallery,,,$$
Toy Stores,4.5 star rating,trendy toys,,,$$$
Comic Books,4.5 star rating,our brothers keeper book,,,$$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,global cellular two locations ,,,$$$
"Shopping Centers,Department Stores",3.0 star rating,urban kidz,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,guess? accessories,,,$$$
,5.0 star rating,community of hope church,,,
Employment Agencies,4.0 star rating,staffing partners temp ,,,
"Bridal,Wedding Planning",4.0 star rating,bella amie boutique,,,$$
"Hair Removal,Skin Care,Massage",5.0 star rating,brow studio 7,,,$$
Women's Clothing,4.5 star rating,apsara boutique,,,$$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,mgr jewelry,,,$$
Airports,4.0 star rating,miami international mall dental,,,
"Used, Vintage & Consignment,Men's Clothing,Women's Clothing",3.5 star rating,definitely buffalo,,,$$
Men's Clothing,4.5 star rating,upscale mens wear,,,$$$$
Jewelry,5.0 star rating,jewels and more,,,$$
"Counseling & Mental Health,Psychiatrists,Life Coach",5.0 star rating,the well,,,
Sporting Goods,2.5 star rating,sports authority the ,,,$$
Cinema,4.0 star rating,westgate family fun ctr ,,,
Restaurants,,kebab cafe,,,$
Luggage,4.5 star rating,noble luggage,,,$$
"Tennis,Trainers",,the sweet spot,,,
"Afghan,Middle Eastern",4.5 star rating,tekka grille,,,$$
Photographers,2.0 star rating,q image studio,,,
Airports,4.0 star rating,air too fly,,,
"Hot Dogs,Burgers",3.5 star rating,original louies hot dogs,,,$$
"American (Traditional),Steakhouses",4.0 star rating,north ridge pub,,,$$$
"Men's Clothing,Women's Clothing",4.5 star rating,joe brand,,,$$$
"Optometrists,Eyewear & Opticians",3.0 star rating,optix eyewear,,,$$$
French,4.0 star rating,le petit bistro,,,$$$
Cinema,4.5 star rating,lloyd mall cinemas 8,,,
Mexican,3.0 star rating,roxberry juice,,,$$
"Italian,Pizza",3.5 star rating,jojos pizza,,,$$$
Insurance,1.5 star rating,geico,,,
Festivals,4.0 star rating,montgomery art expo,,,
"Furniture Stores,Home Decor",3.0 star rating,colony 13,,,$$
Mexican,4.0 star rating,tin star taco bar coming soon ,,,$
"General Dentistry,Cosmetic Dentists",4.0 star rating,belle hall dentistry,,,
Shoe Repair,4.0 star rating,rodeo shoes,,,
,,limage,,,
Hair Salons,4.5 star rating,ergo aveda salon,,,$$
"Car Stereo Installation,Tires",4.0 star rating,audio zone,,,
Movers,5.0 star rating,stagecoach,,,
Italian,4.5 star rating,marcellas italian kitchen,,,$$
Barbeque,3.5 star rating,bone daddys,,,$$
Shoe Stores,,rosalias,,,
"Men's Clothing,Barbers",4.5 star rating,nicks menswear,,,$$$$
Tours,4.5 star rating,rock bottom cruise mania,,,
Cinema,3.5 star rating,carmike 10,,,
"Electronics,Mobile Phones",4.0 star rating,union wireless,,,$
"Grocery,Specialty Food,Cooking Schools",4.0 star rating,viking culinary arts,,,$$$
"Sushi Bars,Ramen",4.0 star rating,oh baby!,,,$$
"Tours,Boat Charters",4.5 star rating,first westroads bank,,,
"Arcades,Museums",4.5 star rating,the tag shack,,,
Jewelry,5.0 star rating,maurice jewelers,,,$$
"Southern,Cajun/Creole",4.0 star rating,cajun yard dog restaurant,,,$$
"Men's Clothing,Women's Clothing",4.5 star rating,af brands factory store,,,$$$
"Day Spas,Massage",4.0 star rating,aqua lifestyle nail salon and spa,,,$$
Tax Services,4.5 star rating,liberty tax service,,,
Juice Bars & Smoothies,3.5 star rating,orange juliusdq,,,$
"Mexican,Desserts,Breakfast & Brunch",3.5 star rating,churro factory,,,$$
"Dive Bars,Music Venues",4.0 star rating,edwards valencia 12,,,$
"Landscaping,Masonry/Concrete,Irrigation",2.5 star rating,golden palm,,,
Apartments,4.5 star rating,huntington bank,,,
"Mortgage Brokers,Real Estate Services",5.0 star rating,bank of north georgia,,,
Ice Cream & Frozen Yogurt,3.0 star rating,berry twist,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,andy owings school of music,,,$$
"Bikes,Bike Rentals",4.5 star rating,underground wheels,,,$$$
"Fruits & Veggies,Grocery",4.5 star rating,jewel tree,,,$
"Sports Bars,Mexican",4.0 star rating,bt sports memorabilia,,,$
Pet Stores,5.0 star rating,pet shop,,,
"Mobile Phone Repair,Electronics Repair,Mobile Phones",5.0 star rating,american cellular,,,$$
"Shopping Centers,Specialty Food",4.5 star rating,central mall customer service,,,$$
Event Photography,5.0 star rating,key light photography,,,
Fashion,3.0 star rating,armani exchange,,,$$$
Shoe Stores,4.5 star rating,diamonds mens store,,,$$$
"Latin American,Peruvian,Tapas/Small Plates",4.0 star rating,deseret book ,,,$$
"German,Pubs",4.0 star rating,friendly society,,,$$
Public Services & Government,4.0 star rating,salon se swa,,,
Marketing,5.0 star rating,eminent lifestyle,,,
"Local Flavor,Mass Media",2.5 star rating,jules vision ctr ,,,
"Hair Stylists,Waxing",,beauty lounge,,,
"Stadiums & Arenas,Venues & Event Spaces",3.0 star rating,elyon arena,,,
"Hair Salons,Skin Care,Hair Removal",4.5 star rating,amazing eyebrows,,,$$
Women's Clothing,4.0 star rating,studio max,,,$$$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,macy*s furniture,,,$$
"Nail Salons,Tanning,Waxing",3.0 star rating,da-vi nailsspa,,,$$
"Bakeries,Desserts",4.5 star rating,bear country cookies,,,$
"Jewelry,Watches",,precision jewelers,,,
Cinema,4.0 star rating,doncaster studio,,,
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,seasons 52 fresh grill,,,$$$
,,fancy belts,,,
"American (New),Seafood",4.0 star rating,the dock store,,,$$$
"Electronics,Mobile Phones",1.0 star rating,invisibleshield,,,$$
"Indian,Seafood",4.0 star rating,coastal flats,,,$$
Nail Salons,3.5 star rating,hollywood nailsspa,,,$$
Cosmetics & Beauty Supply,2.5 star rating,merle norman cosmetic studios,,,$$
DJs,5.0 star rating,rock out,,,
"Body Shops,Auto Repair",4.5 star rating,allen tire company,,,
"Mobile Phones,Mobile Phone Repair",4.0 star rating,sprint radioshack,,,$$
Physical Therapy,5.0 star rating,wellness experts,,,
"Home Decor,Nurseries & Gardening",4.5 star rating,exotic imports,,,$$$
"Bakeries,Bagels,Delis",3.5 star rating,fire fly gallery,,,$
Cosmetic Surgeons,4.0 star rating,bella cosmetics,,,
"Florists,Wedding Planning",5.0 star rating,say it with expression,,,$$
Local Flavor,5.0 star rating,,,,
Jewelry,4.5 star rating,twin jewelry,,,$$
"Men's Clothing,Women's Clothing,Art Galleries",5.0 star rating,international gift gallery,,,$$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,crazy shirts ii,,,$$$
"Ice Cream & Frozen Yogurt,Coffee & Tea",4.0 star rating,moo che che,,,$$
Mobile Phones,,intouch wireless t-mobile,,,
"Art Galleries,Framing",5.0 star rating,nations art gallery,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,phone depot,,,$$$
Home Decor,4.5 star rating,kirklands ,,,$$
"IT Services & Computer Repair,Computers",4.0 star rating,computer connection,,,$$
Ice Cream & Frozen Yogurt,3.5 star rating,fosters,,,$
Cosmetics & Beauty Supply,4.0 star rating,perfume depot plus,,,$$$
Optometrists,4.5 star rating,golden optometric,,,
"Fast Food,Burgers",4.0 star rating,mcdonalds express,,,$
Banks & Credit Unions,,state bank,,,
Hair Salons,4.5 star rating,planet hair,,,$$
"French,Breakfast & Brunch",4.0 star rating,baker street,,,$$
"Tattoo,Piercing,Jewelry",4.5 star rating,spicy body jewelry,,,$$
Professional Sports Teams,4.5 star rating,anaheim black belt center,,,
"Jewelry,Women's Clothing,Accessories",4.5 star rating,purses for you,,,$$
"Grocery,Beer, Wine & Spirits",4.0 star rating,future home of trader joe,,,$$
Shades & Blinds,4.5 star rating,cellular exclusives,,,
"Cosmetics & Beauty Supply,Skin Care",4.5 star rating,utopia 4 u,,,$$$
Bookstores,4.0 star rating,beacon books,,,$$
Mexican,3.5 star rating,teques mexican restaurant,,,$$
"Ice Cream & Frozen Yogurt,Gelato",4.0 star rating,cafe dolce gelato,,,$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,jcpenney day salon,,,$$
Podiatrists,4.0 star rating,julie shoes,,,
Eyewear & Opticians,3.5 star rating,south shore opticians,,,$$
Cantonese,3.0 star rating,great panda,,,$
"Car Rental,Car Share Services",3.0 star rating,sun rise mods,,,
"Men's Clothing,Women's Clothing,Home Decor",3.5 star rating,judith leiber,,,$$$$
Ethiopian,4.5 star rating,awash ethiopian rest ,,,$$
"Dim Sum,Seafood",3.5 star rating,southgate mgmt office,,,$$
"Motorcycle Dealers,Motorcycle Repair,Leather Goods",4.5 star rating,e by easy spirit,,,$$
Sandwiches,4.0 star rating,plaza cafe,,,$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,verizon cellular,,,$$$
"Criminal Defense Law,DUI Law",5.0 star rating,saratoga county dmv,,,
"Children's Clothing,Accessories",4.0 star rating,gap kids,,,$$
Photography Stores & Services,5.0 star rating,best image photo studio,,,$$
"Cosmetics & Beauty Supply,Skin Care,Gift Shops",4.0 star rating,ultra source,,,$$
Public Services & Government,4.5 star rating,pa national guard,,,
"Jewelry,Watches,Watch Repair",4.0 star rating,vogue fine jewelry,,,$$
"Dog Parks,Landmarks & Historical Buildings",5.0 star rating,pool tables 4u,,,
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,mr goldman vi,,,$$$
"Donuts,Fast Food,Burgers",3.5 star rating,all star donuts,,,$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,obriens flooring center,,,$$$
Bakeries,4.0 star rating,gertrude hawk chocolates,,,$$
Coffee & Tea,4.5 star rating,nordstrom espresso bar,,,$
Vietnamese,2.5 star rating,pho hoa noodle soup,,,$$
"Baby Gear & Furniture,Bespoke Clothing",5.0 star rating,handicrafts boutique,,,$$
"Dog Walkers,Pet Training",4.5 star rating,puppies nlove,,,
Grocery,4.0 star rating,natures country store,,,$$
"Sushi Bars,Japanese",4.5 star rating,ra sushi bar,,,$$$
"Men's Clothing,Women's Clothing",4.5 star rating,j jill petites,,,$$$
Martial Arts,5.0 star rating,superior martial arts,,,
Kitchen & Bath,4.0 star rating,bb research,,,$$
"Optometrists,Eyewear & Opticians",4.5 star rating,site for sore eyes,,,$$
"Fast Food,Burgers",3.5 star rating,mc donalds,,,$
Churches,4.5 star rating,veteran outreach mission,,,
"Bakeries,Desserts",4.5 star rating,buchanan street pie company,,,$$
"Burgers,Hot Dogs",3.5 star rating,james coney island,,,$
Cinema,4.5 star rating,central mall 10 theatres,,,
"Beer, Wine & Spirits",4.5 star rating,vintage wine market,,,$$
Hospitals,4.0 star rating,veterans admin ,,,
Italian,4.0 star rating,ce-ci accessories,,,$$$
"Breakfast & Brunch,French,Soul Food",4.0 star rating,viktor benes coffee bar,,,$$
Hobby Shops,4.5 star rating,ye olde gift shop,,,$$
"Makeup Artists,Eyelash Service,Hair Stylists",5.0 star rating,hairdo usa,,,$$
Hair Salons,4.5 star rating,hair art,,,$$
"Photographers,Video/Film Production",5.0 star rating,south beach design group,,,
Shoe Repair,4.0 star rating,green valley shoe repair,,,
"Sandwiches,Brazilian,Breakfast & Brunch",4.5 star rating,world wraps,,,$
"Tax Services,Accountants",3.0 star rating,accu-tax,,,
Hair Removal,4.5 star rating,eyebrow threading,,,$
