new_id,old_id,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
611,1235,The Village Shopping Center,Denver County,colorado,8031,39.761849,-104.880625,600158,285797,396268588,4225359,153,1.631,3.6,33.9,33.5,33.7,10.4,1.4,3.4,10.2,47.5,50,50,52.5,92.1,11.9,68.9,7.2,children's apparel:1
612,855,Pleasant Ridge Town Center,Pulaski County,arkansas,5119,34.773988,-92.316515,382748,175555,1967777404,124061704,759.763,47.9,2.3,37.5,34.6,36,12,0.4,2,35,62,51.9,48.1,38,90.4,3,57.5,10.9,"restaurant:2,clothing:1"
613,644,Mall of The Americas,Palm Beach County,florida,12099,26.645763,-80.448673,1320134,664594,5101663125,1070302119,1969.763,413.246,3.4,45.2,41.7,43.5,21.6,0.5,2.4,17.3,62.6,51.6,48.4,37.4,81.9,4,73.5,12.3,"children's apparel:1,nutritional supplements:1,clothing:2,women's shoes:1,restaurant:1,telecommunication:1,footwear:2,perfume:1"
614,1058,SummitWoods Crossing,Jackson County,missouri,29095,39.007233,-94.342507,674158,312105,1565549922,30521580,604.462,11.784,3.2,37.4,34.9,36.2,12.5,0.5,1.6,23.9,60.8,51.7,48.3,39.2,88,3.8,66.9,13.2,"jewelry:1,clothing:1,men's clothing:1,women's clothing:1,nutritional supplements:1,consumer electronics:1,beauty products:1,maternity clothing:1,coffee:1,plus size clothing:1,home furnishings:1,restaurant:2,telecommunication:1,sporting goods:1,furniture:1,footwear:2"
615,763,Northside Plaza,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"footwear:1,restaurant:2,clothing:1,women's clothing:1"
616,1394,Westfield Oakridge Shopping Centre,Santa Clara County,california,6085,37.220777,-121.690622,1781642,631920,3341343470,36174996,1290.1,13.967,1.4,37.1,35.3,36.2,11.1,0.7,32,2.6,70.6,49.8,50.2,29.4,95.6,12.4,47,4.3,"women's shoes:1,clothing:15,men's clothing:1,jewelry:4,sports clothing:1,headwear:1,consumer electronics:3,beauty products:2,department store:1,nutritional supplements:2,plus size clothing:2,personalized gifts:1,telecommunication:2,footwear:1,girl's clothing:1,children's apparel:2,shoes:1,makeup:1,sports apparel:1,women's handbags:1,women's clothing:3,women's jewelry:2,maternity clothing:1,disney:1,children's clothing:1,eyewear:3,men's gifts:1,restaurant:10,perfume:1,children's footwear:1,denim:1,cookies:1"
617,800,Pacific View,Ventura County,california,6111,34.358741,-119.133143,823318,281695,4773691889,945991626,1843.133,365.249,1.4,37.7,34.8,36.2,11.7,1,6.7,1.8,73.9,50.3,49.7,26.1,94.8,17,68.7,4.8,"women's shoes:1,clothing:12,jewelry:2,sports clothing:1,mattress:1,beauty products:3,children's apparel:1,nutritional supplements:2,plus size clothing:2,personalized gifts:1,telecommunication:2,footwear:1,girl's clothing:1,department store:1,shoes:1,women's clothing:3,women's handbags:1,sports apparel:1,cellular accessories:1,women's jewelry:1,maternity clothing:1,disney:1,chocolates:1,eyewear:2,hair care:1,restaurant:10, clothing:1, beauty products:1"
618,50,Atrium Mall,Suffolk County,massachusetts,25025,42.33196,-71.020173,722023,315522,150618894,160748611,58.154,62.065,2.1,32.1,30.9,31.5,10.5,0.4,8.2,21.6,48,51.8,48.2,52,92.8,9.7,56,5.3,"jewelry:4,clothing:15,women's shoes:1,nutritional supplements:1,headwear:1,consumer electronics:1,beauty products:3,children's apparel:1,men's gifts:1, accessories:1,personalized gifts:1,telecommunication:2,footwear:2,girl's clothing:1,women's handbags:1,guest services:1,shoes:2,women's clothing:5,sports apparel:1,clothing & shoes:1,children's clothing:1,chocolates:1,eyewear:2,furniture:2,restaurant:4,children's footwear:1,denim:1,candles:1,perfume:1"
619,1290,Upper Valley Mall,Clark County,ohio,39023,39.917032,-83.783676,138333,61419,1029450254,13089442,397.473,5.054,2.8,41.8,39.1,40.5,16.2,0.3,0.6,8.8,66.8,51.6,48.4,33.2,89.9,1.4,86.3,10.6,"jewelry:3,clothing:8,shoes:1,women's clothing:3,women's jewelry:1,consumer electronics:1,beauty products:1,nutritional supplements:2,children's clothing:1,eyewear:1,hair care:2,restaurant:1"
620,58,Bal Harbour Shops,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.716,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,
621,1069,Susquehanna Valley Mall,Northumberland County,pennsylvania,42097,40.851524,-76.709877,94528,45125,1187166553,49616087,458.368,19.157,1.8,45.4,41.6,43.4,18.5,0.2,0.4,2,64.7,50.1,49.9,35.3,87,1,95.4,9.8,"jewelry:4,clothing:5,women's clothing:3,women's jewelry:1,consumer electronics:1,beauty products:1,children's apparel:1,candles:1,personalized gifts:1,restaurant:3,telecommunication:2, beauty products:1"
622,849,Pittsford Plaza,Ontario County,new york,36069,42.856695,-77.303277,107931,48193,1668121832,47814148,644.065,18.461,1.6,43.2,41,42.1,15.4,0.3,1,2.3,66,51.1,48.9,34,89.3,1.1,93.7,7.2,"girl's clothing:1,jewelry:1,eyewear:1,books and digital media:1,ice cream:1,women's clothing:1,home furnishings:1,restaurant:1,telecommunication:1,beauty products:1"
623,1104,The Esplanade,St. Charles Parish,louisiana,22089,29.913833,-90.359314,52780,19896,722820579,340703006,279.083,131.546,1.1,37.5,35.4,36.5,9.9,0.3,0.8,26.6,77.4,50.6,49.4,22.6,93.3,1.3,69.2,9.7,"women's shoes:1,clothing:10,men's clothing:1,jewelry:4,headwear:1,consumer electronics:1,beauty products:1,children's apparel:3,nutritional supplements:1,plus size clothing:1,personalized gifts:1,footwear:2,girl's clothing:1,department store:1,shoes:1,women's clothing:6,sports apparel:1,women's jewelry:1,hair care:1,eyewear:1,fasion wholesale:1,restaurant:2"
624,832,Pembroke Lakes Mall,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"women's shoes:2,clothing:6,jewelry:4,headwear:1,consumer electronics:2,beauty products:1,children's apparel:1,nutritional supplements:1,personalized gifts:1,video games:1,footwear:1,girl's clothing:1,women's handbags:1,women's clothing:2,sports apparel:1,maternity clothing:1,hair care:1,children's clothing:1,chocolates:1,eyewear:2,fasion wholesale:1,restaurant:7,children's footwear:1,perfume:1"
625,294,Dutch Square Mall,Richland County,south carolina,45079,34.029783,-80.896566,384504,161725,1960797690,37925712,757.068,14.643,3.1,34.4,30.9,32.6,9.8,0.3,2.2,45.9,61.5,51.3,48.7,38.5,89.8,1.9,47.3,12.2,"restaurant:1,clothing:2,sporting goods:1,footwear:1"
626,753,Northlake Mall,DeKalb County,georgia,13089,33.770661,-84.226343,691893,304968,693033963,9220158,267.582,3.56,3.8,35.6,32.9,34.3,9,0.4,5.1,54.3,59.4,52.1,47.9,40.6,89.1,4.5,33.3,12.8,"jewelry:1,telecommunication:1,men's clothing:1,women's clothing:3,sports apparel:1,eyewear:2,women's jewelry:1,consumer electronics:2,beauty products:1,children's apparel:1,nutritional supplements:1,clothing:4,personalized gifts:1,women's shoes:1,restaurant:2,perfume:1,footwear:2"
627,981,Smith Haven Mall,Suffolk County,new york,36103,40.943554,-72.692218,1493350,569985,2362201496,3784184893,912.051,1461.082,1.5,41.1,38.4,39.8,13.5,0.4,3.4,7.4,74.2,50.8,49.2,25.8,87.7,5.6,80.8,6,"women's shoes:1,clothing:16,men's clothing:1,jewelry:7,sports clothing:1,mattress:1,headwear:1,skincare:1,children's apparel:2,nutritional supplements:2, accessories:1,personalized gifts:1,beauty products:3, clothing:1,girl's clothing:1,women's handbags:1,telecommunication:2,books and digital media:1,shoes:2,makeup:1,children's footwear:1,women's clothing:7,women's jewelry:2,coffee:1,clothing & shoes:1,children's clothing:1,chocolates:1,eyewear:1,men's gifts:1,restaurant:5,footwear:2,sporting goods:1,candles:1"
628,209,Columbia Place,Richland County,south carolina,45079,34.029783,-80.896566,384504,161725,1960797690,37925712,757.068,14.643,3.1,34.4,30.9,32.6,9.8,0.3,2.2,45.9,61.5,51.3,48.7,38.5,89.8,1.9,47.3,12.2,"jewelry:2,clothing:6,shoes:1,men's clothing:2,women's clothing:2,sports apparel:1,eyewear:1,women's jewelry:1,beauty products:1,children's apparel:1,nutritional supplements:1,photography:1,personalized gifts:1,women's shoes:1,restaurant:4,maternity clothing:1,footwear:1"
629,612,Logan Valley Mall,Blair County,pennsylvania,42013,40.497926,-78.31064,127089,56276,1361815301,3285521,525.8,1.269,1.5,43.9,40.2,42,17.7,0.1,0.6,1.7,64.4,51.4,48.6,35.6,92.7,0.2,96.2,7.2,"jewelry:4,clothing:14,headwear:1,beauty products:1,children's apparel:2,nutritional supplements:1,plus size clothing:1,personalized gifts:1,telecommunication:1,video games:1,footwear:1,girl's clothing:1,shoes:1,women's clothing:3,sports apparel:1,women's jewelry:1,maternity clothing:1,children's clothing:1,hair care:1,restaurant:3, clothing:2,candles:1"
630,1387,Westfield Horton Plaza Shopping Centre,San Diego County,california,6073,33.023604,-116.776117,3095313,1164786,10895120648,826347909,4206.63,319.055,1.9,36.1,33.2,34.6,11.4,0.9,10.9,5.1,66.3,49.8,50.2,33.7,93.3,13.6,64,5.5,"jewelry:1,clothing:13,shoes:2,nutritional supplements:1,women's clothing:5,headwear:1,beauty products:2,children's apparel:1,fasion wholesale:1,women's shoes:1,women's handbags:1,men's gifts:1,restaurant:5, beauty products:1,footwear:1"
631,1314,Viewmont Mall,Lackawanna County,pennsylvania,42069,41.44025,-75.609587,214437,96832,1189006298,15105278,459.078,5.832,1.9,43.5,40.2,41.8,17.7,0.2,1.7,2.5,62.7,51.9,48.1,37.3,90.1,2,92,7.5,"girl's clothing:1,jewelry:5,clothing:12,shoes:1,men's clothing:1,women's clothing:2,eyewear:1,women's jewelry:1,headwear:1,consumer electronics:1,beauty products:2,nutritional supplements:2,personalized gifts:1,restaurant:3,telecommunication:2,video games:1"
632,723,New Towne Mall,Tuscarawas County,ohio,39157,40.447441,-81.471157,92582,40206,1470169796,9880933,567.636,3.815,1.8,42.6,39.3,40.9,16.4,0.3,0.3,0.8,68.5,50.9,49.1,31.5,91.9,0.7,96.6,8.7,"jewelry:2,clothing:5,women's clothing:1,women's jewelry:1,beauty products:1,footwear:1,photography:1,eyewear:1,hair care:1,restaurant:2,telecommunication:2,video games:1, clothing:1"
633,389,Galleria at Pittsburgh Mills,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"jewelry:4,clothing:9,shoes:1,women's clothing:5,nutritional supplements:1,sports apparel:1,women's jewelry:1,headwear:1,consumer electronics:1,beauty products:1,footwear:2,coffee:1,photography:1, beauty products:1,eyewear:2,men's gifts:1,restaurant:8,telecommunication:2,sporting goods:1,video games:1, clothing:1"
634,105,Bowie Town Center,Anne Arundel County,maryland,24003,38.993374,-76.560511,537656,212562,1074590684,447805092,414.902,172.899,1.8,39.7,36.9,38.4,11.8,0.3,3.4,15.5,69.8,50.6,49.4,30.2,93.8,2.4,75.4,6.5,"jewelry:2,clothing:5,books and digital media:1,men's clothing:2,women's clothing:4,nutritional supplements:1,women's jewelry:1,eyewear:1,mattress:1,consumer electronics:2,beauty products:1,coffee:1,photography:1,plus size clothing:1,personalized gifts:1,restaurant:4,telecommunication:1,children's footwear:1,candles:1,footwear:2"
635,580,Lakeshore Mall,Highlands County,florida,12055,27.342627,-81.340921,98786,55386,2633020110,231596328,1016.615,89.42,4.6,53.3,49.7,51.5,32.2,0.5,1.5,9.4,65.8,51.1,48.9,34.2,76.9,5.5,81,17.1,"nutritional supplements:2,jewelry:3,clothing:4,women's clothing:1,hair care:1,women's jewelry:1,footwear:2,sporting goods:1, beauty products:1,beauty products:1"
636,996,South Street Seaport,Hudson County,new jersey,34017,40.731384,-74.078627,634266,270335,119634159,41755598,46.191,16.122,4.5,35.3,33.2,34.2,10.4,0.6,13.4,13.2,60.2,50.5,49.5,39.8,91.2,14.2,54,6.6,"women's handbags:1,clothing:5,clothing & shoes:1,women's clothing:1,men's gifts:1,restaurant:2,eyewear:1,headwear:1,beauty products:2"
637,313,Eastview,Ontario County,new york,36069,42.856695,-77.303277,107931,48193,1668121832,47814148,644.065,18.461,1.6,43.2,41,42.1,15.4,0.3,1,2.3,66,51.1,48.9,34,89.3,1.1,93.7,7.2,"women's shoes:1,clothing:23,men's clothing:1,jewelry:4,nutritional supplements:1,sports clothing:1,furniture:2,headwear:1,consumer electronics:2,beauty products:2,children's apparel:1,hair care:2,plus size clothing:1,personalized gifts:1,telecommunication:1, clothing:1,girl's clothing:1,women's handbags:1,stuffed animals:1,shoes:3,makeup:1,women's clothing:9,women's jewelry:1,maternity clothing:1,coffee:1,clothing & shoes:1,photography:2,children's clothing:1,eyewear:3,men's gifts:1,restaurant:8,footwear:3,children's footwear:1, beauty products:1,candles:1"
638,610,Lloyd Center,Multnomah County,oregon,41051,45.547693,-122.417173,735334,324832,1117054236,88853180,431.297,34.306,2.5,36.2,35.3,35.7,10.5,1.1,6.5,5.6,53.7,50.5,49.5,46.3,93.8,5.1,76.5,5.5,"jewelry:3,clothing:20,men's clothing:2,women's shoes:1,nutritional supplements:2,sports clothing:1,headwear:1,children's apparel:2,men's gifts:1,plus size clothing:2,personalized gifts:1,telecommunication:3,footwear:2,shoes:1,women's clothing:3,sports apparel:1,women's jewelry:1,maternity clothing:1,coffee:1,children's clothing:1,chocolates:1,eyewear:1,hair care:1,restaurant:6,furniture:1, beauty products:1"
639,743,NorthCross Shopping Center,Mecklenburg County,north carolina,37119,35.246862,-80.833832,919628,398510,1356745512,57153194,523.842,22.067,3.3,34.9,32.8,33.9,8.8,0.5,4.6,30.8,62.3,51.6,48.4,37.7,90.9,6.2,55.3,11.3,"department store:1,nutritional supplements:1,clothing:1,coffee:1,restaurant:2,telecommunication:1,footwear:1"
640,301,Eastern Shore Centre,Baldwin County,alabama,1003,30.659218,-87.746067,182265,104061,4117521611,1133190229,1589.784,437.527,5,42.2,40.1,41.1,16.8,0.7,0.7,9.4,69.9,51.1,48.9,30.1,70.3,2,85.7,27.8,"girl's clothing:1,jewelry:1,books and digital media:1,stuffed animals:1,shoes:1,men's clothing:2,women's clothing:4,consumer electronics:1,beauty products:1,children's apparel:1,furniture:2,clothing:11,women's shoes:1,plus size clothing:1,eyewear:1,home furnishings:2,restaurant:3,telecommunication:1,sporting goods:1,cookies:1"
641,908,River City Marketplace,Sussex County,virginia,51183,36.926645,-77.259732,12087,4696,1269664203,6755314,490.22,2.608,1.9,45.7,37.4,40.6,14.5,0.2,0.4,58.1,65.9,41.4,58.6,34.1,85.1,1.3,39.3,10.6,"jewelry:1,clothing:4,ice cream:1,men's clothing:1,coffee:1,women's clothing:2,consumer electronics:1,nutritional supplements:1,plus size clothing:1,home furnishings:2,restaurant:2,telecommunication:2,footwear:2"
642,72,Bay Street,Contra Costa County,california,6013,37.919479,-121.951543,1049025,400263,1854268836,227485306,715.937,87.833,2.1,39.7,37.1,38.5,12.4,0.6,14.4,9.3,70.7,51.2,48.8,29.3,93.8,10.7,58.6,6.8,"women's handbags:1,clothing:5,books and digital media:1,ice cream:1,shoes:1,women's clothing:5,consumer electronics:1,beauty products:3,children's apparel:1,clothing & shoes:1,chocolates:2,eyewear:1,furniture:2,restaurant:2,telecommunication:1,jewelry:1"
643,969,ShoppingTown Mall,Onondaga County,new york,36067,43.00653,-76.196117,467026,202357,2016019983,70521368,778.39,27.228,1.4,39.9,37,38.6,14,0.8,3.1,11,61.4,51.9,48.1,38.6,92.7,1.2,81.1,6.4,"jewelry:3,clothing:7,shoes:1,women's clothing:2,eyewear:2,women's jewelry:1,beauty products:2,children's apparel:1,nutritional supplements:1,candles:1,personalized gifts:1,hair care:1,restaurant:3,telecommunication:1,sporting goods:1, beauty products:1,footwear:1"
644,1427,Westland Mall,Montgomery County,maryland,24031,39.137381,-77.203063,971777,375905,1272343169,40645480,491.254,15.693,1.5,39.9,37,38.5,12.3,0.4,13.9,17.2,68.6,52,48,31.4,95,7,57.5,5.4,"nutritional supplements:1,clothing:2"
645,761,Northridge Mall,Santa Cruz County,california,6087,37.012488,-122.007205,262382,104476,1152986019,419568865,445.17,161.996,1.6,38.1,35.6,36.9,11.1,0.9,4.2,1.1,61.2,50.1,49.9,38.8,90.3,16.5,72.5,3.5,"jewelry:2,clothing:12,plus size clothing:2,shoes:1,women's clothing:3,sports apparel:1, clothing:1,women's jewelry:1,consumer electronics:1,beauty products:1,children's apparel:2,nutritional supplements:1,disney:1,children's clothing:1,chocolates:1,eyewear:1,restaurant:6,telecommunication:2,ice cream:1,footwear:1"
646,491,Chapel Hills Mall,El Paso County,colorado,8041,38.827383,-104.527472,622263,252852,5508389808,7111582,2126.801,2.746,2.3,35.7,32.5,34.1,10,1,2.7,6.2,68,50.2,49.8,32,93.3,4.9,79.8,7.7,"jewelry:5,clothing:11,stuffed animals:1,women's clothing:2,sports clothing:1,eyewear:1,women's jewelry:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,photography:1,personalized gifts:1,hair care:1,restaurant:5,telecommunication:1,sporting goods:1,maternity clothing:1,footwear:1"
647,46,Ashland Town Center,Boyd County,kentucky,21019,38.360004,-82.681406,49542,21803,414046208,5588964,159.864,2.158,2.2,43.5,40.2,41.8,16.6,0.2,0.5,2.8,67.6,50.3,49.7,32.4,90.8,0.4,94.7,10.2,"girl's clothing:1,jewelry:2,clothing:7, clothing:1,shoes:1,women's clothing:5,cellular accessories:1,headwear:1,beauty products:1,footwear:2,children's clothing:1,plus size clothing:1,personalized gifts:1,hair care:1,restaurant:3,diamonds:1,telecommunication:1,sporting goods:1,video games:1,cookies:1"
648,1408,Westfield SouthPark Shopping Centre,Medina County,ohio,39103,41.116051,-81.899566,172332,69181,1091310901,4294303,421.358,1.658,1.6,41.2,39.6,40.4,13.1,0.1,1,1.2,74,50.7,49.3,26,94.2,0.4,96.1,10,"jewelry:4,clothing:19,nutritional supplements:1,furniture:1,headwear:1,consumer electronics:1,beauty products:2,children's apparel:2,men's gifts:1,plus size clothing:2,personalized gifts:1,telecommunication:1,footwear:1,girl's clothing:1,shoes:1,women's clothing:6,sporting goods:1,cellular accessories:1,women's jewelry:1,maternity clothing:1,children's clothing:1,chocolates:1,eyewear:2,hair care:1,restaurant:4, clothing:1,children's footwear:1, beauty products:1,candles:1,perfume:1"
649,1048,Stones River Mall,Rutherford County,tennessee,47149,35.843369,-86.417213,262604,102968,1604145428,12143221,619.364,4.689,2.3,33.1,31.3,32.2,8.2,0.4,3,12.5,69.4,50.6,49.4,30.6,93.5,3.4,78.2,9.1,"jewelry:1,clothing:11,shoes:1,women's clothing:2,beauty products:1,headwear:1,diamonds:1,nutritional supplements:1,eyewear:2,restaurant:3,telecommunication:1, beauty products:1,footwear:1"
650,911,River Oaks Center,Lake County,indiana,18089,41.472239,-87.374337,496005,208750,1292303671,330480308,498.961,127.599,2.3,38.8,35.9,37.4,13.3,0.3,1.2,25.9,67.8,51.7,48.3,32.2,90.1,5.8,64.4,9.8,"jewelry:3,clothing:5,women's clothing:3,sports apparel:1,eyewear:3,women's jewelry:2,headwear:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,photography:1,children's clothing:1,personalized gifts:1,women's shoes:1,restaurant:1,perfume:1,footwear:2,cookies:1"
651,205,Colony Square Mall,Muskingum County,ohio,39119,39.966046,-81.943506,86074,38074,1721250930,20731394,664.579,8.004,2.5,40.8,38.1,39.5,15.3,0.2,0.3,3.8,67.5,51.6,48.4,32.5,90,0.2,93,8.7,"jewelry:3,clothing:8,women's clothing:2,personalized gifts:1,women's jewelry:2,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,eyewear:1,hair care:1,restaurant:2,telecommunication:2"
652,408,Golf Mill Shopping Center,Cook County,illinois,17031,41.894294,-87.645455,5194675,2180359,2448383588,1785882224,945.326,689.533,3,36.6,34,35.3,11.9,0.4,6.2,24.8,61.6,51.6,48.4,38.4,90.2,10.6,55.4,9.6,"jewelry:1,clothing:4,men's clothing:1,women's clothing:3,personalized gifts:1,beauty products:1,department store:1,nutritional supplements:1,photography:1,children's clothing:1,plus size clothing:1,eyewear:2,hair care:2,restaurant:7,telecommunication:2,footwear:1,cookies:1"
653,101,Bon Air Center,Washington County,maine,23029,44.967009,-67.609354,32856,23001,6637257545,1800019787,2562.66,694.992,4.3,47,45.2,46.1,19.6,4.9,0.5,0.4,61.9,50.7,49.3,38.1,62.2,0.4,92.1,9.3,"restaurant:2,clothing:4"
654,668,Meadowood Mall,Storey County,nevada,32029,39.438385,-119.524646,4010,1990,680960552,1872364,262.92,0.723,3.7,50.6,50.4,50.5,18.4,1.6,1.6,1,65.5,49,51,34.5,87.5,1.1,92.1,8.8,"women's shoes:1,clothing:10,jewelry:3,nutritional supplements:2,sports clothing:1,mattress:1,headwear:1,consumer electronics:2,beauty products:2,children's apparel:1,men's gifts:1,personalized gifts:1,telecommunication:2,footwear:2,women's handbags:1,skincare:1,shoes:1,women's clothing:5,sports apparel:1,cellular accessories:1,women's jewelry:2,coffee:1,photography:2,guest services:1,chocolates:1,eyewear:3,hair care:3,restaurant:4, clothing:1"
655,699,Mizner Park,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"fasion wholesale:1,restaurant:1,women's clothing:1"
656,346,Fashion Square,Saginaw County,michigan,26145,43.328267,-84.05541,200169,86844,2072284641,41056727,800.114,15.852,2.4,40.9,38,39.5,15.3,0.4,1.1,19,66.2,51.7,48.3,33.8,91,2.4,74.6,10,"girl's clothing:1,jewelry:4,clothing:13,shoes:1,men's clothing:2,women's clothing:6,sports apparel:1,eyewear:1,women's jewelry:2,consumer electronics:1,beauty products:1,nutritional supplements:1,children's clothing:1,women's shoes:1,personalized gifts:1,hair care:1,restaurant:4, clothing:2, beauty products:1,footwear:1"
657,566,Lafayette Square,Medina County,ohio,39103,41.116051,-81.899566,172332,69181,1091310901,4294303,421.358,1.658,1.6,41.2,39.6,40.4,13.1,0.1,1,1.2,74,50.7,49.3,26,94.2,0.4,96.1,10,"jewelry:1,clothing:3,women's clothing:1,sports apparel:1,cellular accessories:1,beauty products:1,children's apparel:1,nutritional supplements:1,children's clothing:1,women's shoes:1,restaurant:1,telecommunication:1,maternity clothing:1,cookies:1,footwear:2"
658,533,Jersey Gardens,Hudson County,new jersey,34017,40.731384,-74.078627,634266,270335,119634159,41755598,46.191,16.122,4.5,35.3,33.2,34.2,10.4,0.6,13.4,13.2,60.2,50.5,49.5,39.8,91.2,14.2,54,6.6,"girl's clothing:1,jewelry:1,clothing:6,ice cream:1,shoes:1,women's clothing:1,nutritional supplements:2,sports clothing:1,cellular accessories:1,women's jewelry:2,skincare:1,beauty products:1,footwear:2,fasion wholesale:1,eyewear:1,restaurant:3,telecommunication:3,perfume:1"
659,1091,The Avenue Viera,Brevard County,florida,12009,28.298275,-80.700384,543376,269864,2630557912,1402040884,1015.664,541.331,3.7,46.7,44.2,45.5,20.4,0.4,2.1,10.1,64.6,51,49,35.4,85.1,1.7,83,14.4,"girl's clothing:1,women's shoes:1,clothing:6,ice cream:1,men's clothing:2,jewelry:1, clothing:1,women's clothing:6,maternity clothing:1,nutritional supplements:2,candles:1,plus size clothing:1,eyewear:2,home furnishings:2,restaurant:1,telecommunication:2,children's footwear:1, beauty products:1,footwear:1"
660,477,Hot Springs Mall,Garland County,arkansas,5051,34.578861,-93.146915,96024,50548,1755444878,147213948,677.781,56.84,3.3,45.9,42.7,44.4,20.9,0.6,0.7,7.9,64.7,51.5,48.5,35.3,81.1,2,86.4,15.4,"jewelry:1,clothing:11,shoes:1,women's clothing:3,cookies:1,beauty products:1,nutritional supplements:1,eyewear:1,hair care:2,diamonds:1,sporting goods:1,video games:1,footwear:2"
661,1113,The Galleria at Pittsburgh Mills,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"jewelry:3,clothing:12,headwear:1,beauty products:1,nutritional supplements:1,telecommunication:1,footwear:2,girl's clothing:1,shoes:1,women's clothing:4,sports apparel:1,coffee:1,men's gifts:1,photography:1,candles:1,eyewear:1,hair care:1,restaurant:7, clothing:1,sporting goods:1, beauty products:1,children's clothing:1"
662,1147,The Mall at Wellington Green,Palm Beach County,florida,12099,26.645763,-80.448673,1320134,664594,5101663125,1070302119,1969.763,413.246,3.4,45.2,41.7,43.5,21.6,0.5,2.4,17.3,62.6,51.6,48.4,37.4,81.9,4,73.5,12.3,"women's shoes:3,clothing:15,men's clothing:1,jewelry:7,nutritional supplements:2,mattress:1,headwear:1,consumer electronics:1,beauty products:1,children's apparel:1,hair care:1, accessories:1,personalized gifts:1,telecommunication:3, clothing:1,girl's clothing:1,women's handbags:1,stuffed animals:1,shoes:2,makeup:1,sports apparel:1,women's clothing:5,women's jewelry:1,fasion wholesale:1,chocolates:1,eyewear:2,men's gifts:1,restaurant:8,footwear:2,children's footwear:1,furniture:1,perfume:1"
663,52,Auburn Mall,Androscoggin County,maine,23001,44.167681,-70.207435,107702,49090,1211926439,75610678,467.927,29.193,2.1,40.8,38.9,39.8,14.1,0.4,0.7,3.6,63.3,51.1,48.9,36.7,90.3,0.4,92.8,8.5,"footwear:2,nutritional supplements:1,clothing:3,personalized gifts:1,women's clothing:1,jewelry:2,hair care:1, clothing:1,telecommunication:1,beauty products:1"
664,468,Hilldale Mall,Brown County,wisconsin,55009,44.473961,-87.995926,248007,104371,1371938244,222741055,529.708,86.001,1.8,37.2,35.2,36.2,11.6,2.7,2.7,2.2,64.8,50.5,49.5,35.2,94.3,3.7,86.5,7.2,"department store:1,maternity clothing:1,clothing:2,women's clothing:1,telecommunication:1,beauty products:1"
665,631,Main Gate Square,Pima County,arizona,4019,32.128237,-111.783018,980263,440909,23794311939,5337525,9187.036,2.061,2.9,39.1,36.2,37.7,15.4,3.3,2.6,3.5,62.6,50.9,49.1,37.4,88.1,12.3,74.3,11.2,"department store:1,coffee:1,clothing:1,restaurant:2"
666,1352,West Acres Shopping Center,Clay County,minnesota,27027,46.898377,-96.494901,58999,23959,2707485607,18860171,1045.366,7.282,2,32.3,30.9,31.6,12,1.4,1.4,1.4,63.7,50.6,49.4,36.3,93,0.9,92.7,8.7,"women's shoes:1,clothing:20,men's clothing:1,jewelry:2,headwear:1,consumer electronics:1,diamonds:1,children's apparel:1,nutritional supplements:1,plus size clothing:1,personalized gifts:1,beauty products:1,footwear:1,girl's clothing:1,telecommunication:1,shoes:1,women's clothing:6,maternity clothing:1,children's clothing:1,eyewear:2,hair care:1,restaurant:2,children's footwear:1, beauty products:1,cookies:1"
