category,rate,name,address,url,price_range
"Jewelry,Gold Buyers",5.0 star rating,oxford diamonds,,,$$
"Women's Clothing,Men's Clothing",4.5 star rating,dkny,,,$$$
"Food Stands,Mexican",5.0 star rating,stick it,,,$
Festivals,4.5 star rating,fraternal regalia,,,
"Sports Bars,American (Traditional)",3.5 star rating,james avery craftsman,,,$$
Aquarium Services,4.5 star rating,russo pet experience,,,
French,4.5 star rating,dejons hair design,,,$$$
Hotels,4.0 star rating,roxbury boutique,,,$$$
"Lounges,Cocktail Bars",4.0 star rating,luxie casuals,,,$$
Chinese,4.0 star rating,jumbo buffet chinese,,,$$
"Eyewear & Opticians,Optometrists",4.5 star rating,visionary opticians,,,$$
Colleges & Universities,3.0 star rating,armed service recruiting: air force navy,,,
"Japanese,Sushi Bars",4.0 star rating,sushi ya,,,$$
"Fast Food,Southern",3.5 star rating,chirping chicken,,,$
Italian,4.0 star rating,amalfies italian nov  ,,,$$$
"American (New),Irish Pub,Cocktail Bars",3.5 star rating,bennigans,,,$$
"Skin Care,Laser Hair Removal,Medical Spas",5.0 star rating,millennium nails spa,,,$$$
"Pubs,Pizza",3.5 star rating,hot mama,,,$$
"Candy Stores,Chocolatiers & Shops",4.5 star rating,aroma paradise,,,$
"General Dentistry,Cosmetic Dentists,Pediatric Dentists",5.0 star rating,straub family health care,,,
"Chiropractors,Weight Loss Centers,Massage Therapy",5.0 star rating,pain-less therapeautic solutions,,,
"Bakeries,Ice Cream & Frozen Yogurt",3.5 star rating,auntie annes and red mango,,,$
Hair Salons,4.5 star rating,hiz and herz salon,,,$$$
"Jewelry,Watches,Watch Repair",4.5 star rating,swiss jewelry,,,$$
"Maternity Wear,Adult Education,Baby Gear & Furniture",4.0 star rating,motherhood® maternity,,,$$$
"Bakeries,Sandwiches",4.5 star rating,pearl grant richmans,,,$
"Day Spas,Hair Salons,Nail Salons,Skin Care,Massage",3.0 star rating,premier atelier salon,,,
Skin Care,1.0 star rating,proactive skin care,,,$$
Department Stores,3.5 star rating,fao schwarz - inside macys home,,,$$$$
"Jewelry,Gift Shops,Cards & Stationery",5.0 star rating,sterling etc ,,,$$
"Wedding Planning,Officiants",5.0 star rating,shades of distinction,,,
Chiropractors,5.0 star rating,dr kish,,,
Apartments,4.5 star rating,prestige pets,,,
"Wine Bars,American (New),Champagne Bars",4.0 star rating,brix wine cellars,,,$$
"Social Clubs,Party & Event Planning",3.5 star rating,xtreme play,,,
Lounges,4.0 star rating,ivorys lounge,,,$$
Jewelry,5.0 star rating,aifa fashion jewelry,,,$$
Accessories,5.0 star rating,francescas collectibles,,,$$
"Chiropractors,Sports Medicine",5.0 star rating,hinde chiropractic,,,
Jewelry,5.0 star rating,jewelry land,,,$$
"Donuts,Coffee & Tea",5.0 star rating,heritage shop,,,$
"Diners,Korean,American (Traditional)",4.0 star rating,red butte cafe,,,$
"Spanish,Tapas/Small Plates",4.0 star rating,coquetas fashions,,,$$$
"Skin Care,Laser Hair Removal,Medical Spas",5.0 star rating,skin chic,,,$$$
Nail Salons,,international nails,,,
"Sports Wear,Shoe Stores",5.0 star rating,skate works,,,$$
"Photography Stores & Services,Photo Booth Rentals",4.5 star rating,zoom photos,,,$$
"Ear Nose & Throat,Allergists",4.5 star rating,sears hearing aids,,,
Mexican,4.5 star rating,chispa de la vida,,,$$
Japanese,4.0 star rating,inori,,,$
Cannabis Clinics,4.0 star rating,kiva pharmacy,,,
Vietnamese,3.5 star rating,beef house,,,$
"Women's Clothing,Accessories",5.0 star rating,madrag,,,$$$$
"Accessories,Women's Clothing",3.5 star rating,maurices*,,,$$$
"Women's Clothing,Used, Vintage & Consignment,Jewelry",4.0 star rating,dior jewelers,,,$$$
"Home Services,Furniture Stores",3.0 star rating,bassett furniture,,,$$$
"Juice Bars & Smoothies,Ice Cream & Frozen Yogurt",3.5 star rating,crane vending machine,,,$
Vape Shops,5.0 star rating,vapor train,,,$$
"Jewelry,Watches,Jewelry Repair",5.0 star rating,silver star jewelers,,,$$
"Adult Education,Specialty Schools",4.5 star rating,career transition program,,,
Mobile Phones,4.0 star rating,wireless zone ii,,,$$
Adult,4.5 star rating,sears toy shop,,,$$
"Coffee & Tea,Middle Eastern,Cafes",4.5 star rating,mocha java cafe,,,$
"Women's Clothing,Men's Clothing,Accessories",4.0 star rating,next accessories,,,$$
"Mediterranean,Sandwiches",4.0 star rating,ali babas green cuisine,,,$
Dance Studios,5.0 star rating,the box dance studio,,,
"Banks & Credit Unions,Investing,Financial Advising",4.0 star rating,bank of hawaii,,,
Party & Event Planning,4.5 star rating,go the game,,,
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,its perfume oil,,,$$
"Hair Removal,Makeup Artists",5.0 star rating,fabulous brows,,,$$
Hair Salons,4.5 star rating,glitz!,,,$$
Tattoo,4.5 star rating,black heart,,,$$$
French,4.5 star rating,faux pas,,,$$$$
"Cosmetology Schools,Cosmetics & Beauty Supply",,pro beauty,,,
"Hair Salons,Barbers",5.0 star rating,the haircutters,,,$$
"French,Breakfast & Brunch,Bars",4.0 star rating,raiz salon,,,$$$
"Coffee & Tea,Internet Cafes",3.5 star rating,main grind,,,$
"Eyewear & Opticians,Optometrists",5.0 star rating,oceans eyewear,,,$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,mt pleasant nails,,,$$$
Nail Salons,3.0 star rating,venice nailsspa,,,$$
"Nail Salons,Hair Removal",4.5 star rating,nail studio ,,,$
Heating & Air Conditioning/HVAC,3.0 star rating,aleskat,,,
Jewelry,4.5 star rating,mr goldman,,,$$
"Men's Clothing,Women's Clothing,Discount Store",4.5 star rating,boutique italia,,,$$
"Internet Service Providers,Television Service Providers",1.5 star rating,verizon wireless junction,,,
"Jewelry,Women's Clothing",4.5 star rating,glitzy,,,$
"Cosmetics & Beauty Supply,Makeup Artists",4.0 star rating,irie trends,,,$$
"Museums,Aquariums",4.0 star rating,cef bmw raffle,,,
"Auto Repair,Oil Change Stations,Smog Check Stations",4.5 star rating,gold station,,,
"French,Fondue",4.0 star rating,burney brothers bbq,,,$$$$
"Nail Salons,Cosmetics & Beauty Supply,Day Spas",4.5 star rating,jem ins ,,,$$
Framing,5.0 star rating,artframing ,,,$$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",4.5 star rating,quick irepair,,,$$
Comedy Clubs,3.5 star rating,comedy spot,,,$$
"Musical Instruments & Teachers,Performing Arts",5.0 star rating,classic rock school of music,,,$$
"American (New),Salad",2.5 star rating,freshii,,,$
Professional Services,5.0 star rating,mm;s world,,,
"Day Spas,Massage,Skin Care",4.0 star rating,utopia med spa,,,$$$
Libraries,4.5 star rating,digital universe,,,
Fashion,5.0 star rating,unique accessories,,,$$$
Day Spas,,salon euphoria,,,
Auto Repair,5.0 star rating,transtech,,,
"Japanese,Sushi Bars",3.5 star rating,zono sushi,,,$$
"Playgrounds,Venues & Event Spaces,Leisure Centers",4.0 star rating,studio grow,,,
"Local Flavor,Mass Media",2.5 star rating,vivo kids,,,
Bookstores,4.5 star rating,eleganza leather,,,$$
Mexican,3.5 star rating,el taco rico,,,
Trainers,5.0 star rating,fitness now,,,
Shopping Centers,3.5 star rating,warren tri county center,,,$$$
Eyewear & Opticians,4.5 star rating,sunglass galleria,,,$$$
Hair Salons,4.5 star rating,headline hair and nail,,,$$
"Museums,Aquariums",4.0 star rating,safari mini golf,,,
Chinese,2.5 star rating,asia express,,,$
"Laser Eye Surgery/Lasik,Ophthalmologists",3.0 star rating,neo vision,,,
"Toy Stores,Comic Books",3.5 star rating,buckle stop,,,$$
"Local Flavor,Mass Media",2.5 star rating,neighborhood news,,,
"Nail Salons,Eyelash Service",2.5 star rating,v nail salon,,,$
"Men's Clothing,Women's Clothing,Accessories",4.5 star rating,the secret ingredient,,,$$$$
"Ice Cream & Frozen Yogurt,Coffee & Tea",4.0 star rating,yogurt plus,,,$$
Festivals,4.0 star rating,union station caricatures,,,
Professional Services,5.0 star rating,malaga,,,
"Local Flavor,Mass Media",2.5 star rating,coastal t-mobile,,,
Eyewear & Opticians,4.5 star rating,spare pair,,,$$
Luggage,5.0 star rating,a bags plus luggage,,,$$
"Shopping Centers,Department Stores,American (New)",3.5 star rating,university shops,,,$$
"Leather Goods,Lingerie",4.5 star rating,leather world,,,$
Vinyl Records,4.5 star rating,nostalgia store,,,$$
"Jewelry,Accessories,Women's Clothing",4.0 star rating,bellini jewelers,,,$$
"Women's Clothing,Accessories",4.0 star rating,jcpenney custom decorating,,,$$
"Shoe Stores,Sports Wear",5.0 star rating,trade home shoes,,,$$
"Jewelry,Watches,Jewelry Repair",5.0 star rating,jewelers touch,,,$$
Cinema,4.5 star rating,regal majestic 20,,,
Sandwiches,4.5 star rating,voodoo bbq,,,$$
"French,American (New)",4.0 star rating,olivers twist,,,$$$$
"Gas & Service Stations,Convenience Stores",3.5 star rating,shell gas station,,,$$
Contractors,2.0 star rating,rebath,,,
"Vegetarian,Bars",4.0 star rating,dolmas rejuvination,,,$$$
Art Galleries,4.5 star rating,art is in market,,,$$$
Cosmetics & Beauty Supply,1.5 star rating,perfume gallery,,,$$$
Coffee & Tea,,la crema ditalia,,,
"Hotels,Venues & Event Spaces",4.0 star rating,villagio,,,$$$
"Burgers,American (New)",4.0 star rating,top burger,,,$
"Local Flavor,Mass Media",2.5 star rating,quincy mall cinema,,,
,,the collection,,,
"Hobby Shops,Gift Shops",3.0 star rating,zoom in,,,$$
Gyms,4.0 star rating,atlantic dance studio,,,
Hair Salons,4.0 star rating,hair obsession,,,
"Newspapers & Magazines,Cards & Stationery",4.0 star rating,newsstand,,,$$
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,ralphs derby st wine,,,$
"Massage,Day Spas",5.0 star rating,aqua massage,,,$$
Cosmetics & Beauty Supply,4.0 star rating,sephora,,,$$$
Pizza,2.5 star rating,royalty,,,$
,,professional security,,,
"Fashion,Eyewear & Opticians",3.5 star rating,oakley o store,,,$$$
Real Estate Services,5.0 star rating,leasing opportunity ,,,
"Makeup Artists,Cosmetics & Beauty Supply",3.5 star rating,peach mac,,,$$
"Coffee & Tea,Cafes",4.0 star rating,blue river cafe,,,$
Barbeque,4.0 star rating,kc bar-b-q,,,$$
Pediatricians,3.5 star rating,pinwheels,,,
"Arts & Crafts,Flowers & Gifts",4.5 star rating,fair trades for all,,,$$
Children's Clothing,5.0 star rating,naartjie,,,
"Hair Salons,Nail Salons",3.5 star rating,fabulous salon,,,$
"Eyewear & Opticians,Optometrists",4.5 star rating,texas state optical,,,$$
"Home Decor,Furniture Stores",3.0 star rating,paramus diamond center,,,$$
"Life Coach,Massage,Massage Therapy",5.0 star rating,kathies gifts,,,$$
"Furniture Stores,Mattresses",4.5 star rating,aris furniture,,,$$
Sports Wear,4.5 star rating,wilks dugout,,,$$$
Cinema,4.5 star rating,premiere cinema 18,,,
"Travel Services,Tours",4.0 star rating,blue mountain vineyards,,,
Nail Salons,3.5 star rating,second nails,,,$
Museums,4.0 star rating,henri glassworks,,,
Cinema,4.5 star rating,premiere cinema 10,,,
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,verizon wireless cell phones,,,$$$
"Cosmetics & Beauty Supply,Makeup Artists,Waxing",4.5 star rating,make up for ever,,,$$
Cinema,4.5 star rating,premiere cinema 16,,,
Barre Classes,4.5 star rating,finger lakes karate,,,
Cinema,4.5 star rating,premiere cinema 14,,,
Outlet Stores,4.0 star rating,corningrevere,,,$$
"Jewelry,Watches,Watch Repair",4.5 star rating,all about watches,,,$$
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,belts and buckles,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,candyland kids spa,,,$$$
"Adult,Lingerie",3.0 star rating,frenchys,,,$
"Sushi Bars,Japanese",4.0 star rating,yuki sushi,,,$$
"Local Flavor,Mass Media",2.5 star rating,intl electr superstore,,,
Mexican,4.0 star rating,gringos mexican,,,$
Breakfast & Brunch,4.0 star rating,chloes corner,,,$$
"Skin Care,Hair Removal",5.0 star rating,plumrose,,,$$
"Local Flavor,Mass Media",2.5 star rating,math monkey knowledge ctr,,,
"Pizza,Italian",4.0 star rating, 346 brooks brothers,,,$$
Dry Cleaning & Laundry,4.0 star rating,princeton laundromat,,,$$
"Fast Food,Mexican",2.5 star rating,lakeshore grill,,,$
Internet Service Providers,4.0 star rating,san rafael police substation,,,
"DJs,Party & Event Planning",5.0 star rating,in love,,,
Junk Removal & Hauling,2.0 star rating,redwood box,,,
Eyewear & Opticians,4.5 star rating,sunglass hut at macy*s,,,$$$
,,extreem wireless,,,
Musical Instruments & Teachers,5.0 star rating,conway,,,$
"Men's Clothing,Women's Clothing,Children's Clothing",3.5 star rating,sew precious,,,$$
Chinese,4.0 star rating,gourmet kitchen,,,$
"French,Breakfast & Brunch",4.5 star rating,le bon bistro,,,$$$
Wineries,4.5 star rating,wide river winery,,,$$
"Shoe Stores,Sporting Goods,Men's Clothing",4.0 star rating,shoe mania,,,$$
"Home Decor,Furniture Stores,Mattresses",4.5 star rating,cratebarrel furniture,,,$$
Chinese,3.5 star rating,lees garden,,,$
"Women's Clothing,Jewelry",5.0 star rating,zara jewelers,,,$$
"American (Traditional),Breakfast & Brunch,Cafes",4.0 star rating,glory days grill,,,$$
Hair Salons,5.0 star rating,madison ave beauty,,,$$
"Bars,Venues & Event Spaces",4.0 star rating,universal orlando resort store,,,$$
Shopping Centers,3.5 star rating,hollywood harley-davidson,,,$$
"Men's Clothing,Women's Clothing",5.0 star rating,buckle,,,$$$
"Local Flavor,Mass Media",2.5 star rating,salon pizzo,,,
,,united check cashing,,,
Real Estate Agents,,bob evans,,,
Airlines,3.0 star rating,continental airlines,,,
Furniture Stores,4.5 star rating,homelife furniture,,,$$
Jewelry,5.0 star rating,watchjewelry repair,,,$$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,apple store,,,$$$
"Mexican,Tex-Mex,Bars",2.5 star rating,chevys mexican restaurant,,,$$
Coffee & Tea,2.0 star rating,maggies,,,$
Hair Salons,5.0 star rating,cheryl ;,,,$$
Shopping,3.0 star rating,the walking company,,,$$$
Aquarium Services,3.5 star rating,natural life,,,
Wholesale Stores,3.5 star rating,wireless extra rmu ,,,$$
"Wine Bars,American (New)",4.5 star rating,harry ritchies jewelers,,,$$$
Sports Wear,4.5 star rating,cincinnati bell,,,$$$
"Women's Clothing,Accessories,Men's Clothing",3.5 star rating,burberry,,,$$$$
,,kaiser foundation,,,
Periodontists,5.0 star rating,pia,,,
"Jewelry,Watch Repair,Jewelry Repair",4.5 star rating,jewelry repair,,,$
"Flowers & Gifts,Home & Garden",4.0 star rating,tiller digs,,,
"Local Flavor,Mass Media",2.5 star rating,bright house networks lounge,,,
Nail Salons,3.5 star rating,professionail,,,$$$
"Electronics,Music & DVDs,Appliances & Repair",2.5 star rating,best buy,,,$$
Museums,4.5 star rating,american folk art museum,,,
Heating & Air Conditioning/HVAC,3.0 star rating,unicom wireless,,,
Aquariums,3.0 star rating,aquariums,,,
Middle Schools & High Schools,3.5 star rating,m80 art,,,
"Grocery,Beer, Wine & Spirits",4.5 star rating,schwarzchild jewelers,,,$$
"Sandwiches,Hot Dogs",4.0 star rating,kaspers hot dogs,,,$
Ice Cream & Frozen Yogurt,4.5 star rating,iscream,,,$
"Sports Wear,Leather Goods",5.0 star rating,front line apparel,,,$$$
,,interwest insurance,,,
"American (Traditional),Breakfast & Brunch,Cafes",4.0 star rating,era oxford realty,,,$$
Jewelry,4.5 star rating,classic jewelers,,,$$
Shoe Stores,5.0 star rating,naturalizer ,,,$$
Barbers,4.5 star rating,ebony barbers,,,$
"Cocktail Bars,Lounges",4.0 star rating,gatsby,,,$$
"Nail Salons,Skin Care,Day Spas",3.0 star rating,my nails spa,,,$$
Roofing,,weather tight,,,
Carpet Cleaning,4.5 star rating,darrells shoe repair,,,
"Women's Clothing,Accessories",4.0 star rating,nadias boutique,,,$$
Eyewear & Opticians,5.0 star rating,sunglass hut at play,,,
"Cosmetics & Beauty Supply,Skin Care",4.5 star rating,hair clinique,,,$$$
Cards & Stationery,5.0 star rating,hallmark goldcrown,,,$
"Sushi Bars,Japanese",3.5 star rating,tokyo table,,,$$
"Coffee & Tea,Bakeries,Cafes",4.0 star rating,la generala,,,$
Lingerie,4.0 star rating,prima donna,,,$$$
"Party Supplies,Costumes,Party Equipment Rentals",4.5 star rating,its a party,,,$$
Thai,4.0 star rating,pad thai,,,$$
Hobby Shops,4.5 star rating,holiday magic,,,$$
"Cards & Stationery,Graphic Design",5.0 star rating,make it personal,,,$$
Massage,1.0 star rating,paris,,,$$$$
,3.0 star rating,native foods,,,
German,4.5 star rating,texas traditions,,,$
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,mrs fieldst c b y ,,,$
"Wine Bars,Italian",3.5 star rating,merchant,,,$$
Grocery,2.5 star rating,suns,,,$
Jewelry,4.0 star rating,bangles,,,$$
"Candy Stores,Bakeries",4.0 star rating,lollipop land,,,$$
"Karaoke,Bars",3.5 star rating,shoe dept encore- coming soon,,,$
"Meat Shops,Sandwiches",4.5 star rating,bavarian meats deli,,,$
"Men's Clothing,Women's Clothing,Discount Store",4.5 star rating,gentlemen outfitters,,,$$
"Arcades,Museums",4.5 star rating,the game shack,,,
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,beeper vibes,,,$$$
Mexican,4.5 star rating,blue parrot,,,$
Community Service/Non-Profit,4.5 star rating,us bank depository,,,
Mediterranean,3.5 star rating,the shish,,,$$
Dog Walkers,5.0 star rating,hollys hounds,,,
"Tattoo,Piercing,Jewelry",4.5 star rating,pierced ear,,,$$
"Lactation Services,Doulas",5.0 star rating,tiny town village,,,
French,4.5 star rating,nezatys,,,$$$$
Comic Books,4.5 star rating,the comic stop,,,$$
"Fast Food,Burgers",4.0 star rating,innovus,,,$
Shopping,,country charm,,,
Maternity Wear,1.5 star rating,motherood maternity,,,
Herbs & Spices,4.5 star rating,pepper palace,,,$$
"Bakeries,Desserts,Ice Cream & Frozen Yogurt",3.5 star rating,cako bakery,,,$$
"Latin American,Breakfast & Brunch",4.0 star rating,me gusto kids!,,,$
Bikes,5.0 star rating,memory lane sports,,,$$
Men's Clothing,4.5 star rating,mr formal,,,$$
Seafood,4.0 star rating,roys,,,$$$
Hobby Shops,4.0 star rating,japantown collectibles,,,$$
Preschools,4.5 star rating,open valley academy,,,
"Optometrists,Ophthalmologists",2.5 star rating,cohen eye care,,,
Jewelry,5.0 star rating,diamonds and more,,,
Bakeries,4.0 star rating,heavens bakery,,,$$
"Indian,Afghan,Pakistani",3.5 star rating,koh-e-noor,,,$$
Cinema,3.0 star rating,amc loews metreon 16,,,
Auto Repair,4.5 star rating,sterling star,,,
"Ice Cream & Frozen Yogurt,Desserts,Shaved Ice",4.0 star rating,ritas,,,$
Banks & Credit Unions,3.5 star rating,bank of america,,,
"Sushi Bars,Japanese",4.5 star rating,shimas gallery,,,$$$$
"Japanese,Ethnic Food,Sushi Bars",4.0 star rating,japanese k,,,$$
Printing Services,5.0 star rating,the print shop,,,
"Massage,Skin Care,Hair Salons",3.5 star rating,changes,,,$$$
"Nail Salons,Hair Removal,Skin Care",4.0 star rating,lade elle,,,$$
Accessories,,style for less,,,
Moroccan,4.5 star rating,fasia,,,$$
"Cosmetic Dentists,Endodontists,Periodontists",5.0 star rating,light smile,,,
"Cheese Shops,Wine Bars,Sandwiches",4.0 star rating,greek way,,,$$
Martial Arts,5.0 star rating,fitness unlimited,,,
Festivals,4.5 star rating,fulling hand break,,,
Mobile Phones,4.0 star rating,atandt,,,$$
"Dive Bars,Social Clubs",4.0 star rating,throwed music,,,$
,,sharp metal,,,
General Dentistry,2.0 star rating,wow smile express,,,
"Seafood,Seafood Markets,Live/Raw Food",4.5 star rating,grace and shellys cupcakes,,,$$
Florists,4.5 star rating,contessa shop,,,$$
"Sewing & Alterations,Dry Cleaning & Laundry",4.0 star rating,jerry the tailor,,,$
Grocery,,smoke king,,,
"Hawaiian,Bakeries,Chinese",4.0 star rating,hawaiin moon,,,$
Coffee & Tea,3.0 star rating,muse,,,$
"Books, Mags, Music & Video",4.0 star rating,half-price books,,,$
"Arts & Crafts,Art Schools,Cultural Center",4.5 star rating,paint me picasso,,,$$
"Local Flavor,Mass Media",2.5 star rating,aminis galleria,,,
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,unlimited active wear,,,$$
Sports Wear,4.5 star rating,clark street sports,,,$$$
Japanese,4.0 star rating,dono sushi,,,$$
Performing Arts,4.0 star rating,off center theatre,,,
"Seafood,Fish & Chips",3.5 star rating,catch isle,,,$$
"Dive Bars,Burgers",3.5 star rating,yaali - the leather place,,,$
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,jazzy trend,,,$
Furniture Stores,5.0 star rating,solid wood,,,$$
"Japanese,Sushi Bars",4.0 star rating,umi sushi express,,,$$
"Libraries,Tutoring Centers,Adult Education",4.0 star rating,armed forces career center marines ,,,
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,16 handles too,,,$
"Japanese,Sushi Bars",4.0 star rating,ginza,,,$$
"Casinos,Resorts",2.5 star rating,dillards east,,,
"Women's Clothing,Men's Clothing,Accessories",4.5 star rating,l a sock market,,,$$
"Food Court,Shopping",3.5 star rating,auntie annes pretzels - 2nd location,,,$
"Italian,Pizza",4.0 star rating,angelos pizza,,,$$
Professional Sports Teams,4.0 star rating,gifts from bethlehem,,,
Chinese,3.5 star rating,scotts valley chinese,,,$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,outdoor gear exchange,,,$$
"American (New),Wine Bars,Desserts",3.5 star rating,brics,,,$$$
"Burgers,Sandwiches,Vegan",4.5 star rating,buns,,,$$
Bikes,5.0 star rating,wholesale sports,,,$$
"Breweries,American (Traditional),Breakfast & Brunch",3.0 star rating,purdy creek crafts,,,$$
"American (New),Breakfast & Brunch",4.0 star rating,the lazy dog cafe,,,$$
"Men's Clothing,Women's Clothing",4.5 star rating,reference clothing,,,$$$
Jewelry,5.0 star rating,michael hill jewelry,,,$$
,5.0 star rating,bertuccis restaurant,,,
"Boating,Boat Charters",5.0 star rating,wade adventure ride,,,
Dry Cleaning & Laundry,4.5 star rating,lapels dry cleaning,,,$
"Shopping Centers,Toy Stores",3.0 star rating,sears driving school,,,$$
Burmese,4.0 star rating,kazu couture,,,$$
Language Schools,5.0 star rating,rosetta stone,,,
Men's Clothing,4.5 star rating,jean machine,,,$$$$
Chinese,4.0 star rating,sesame inn restaurant,,,$
American (New),4.0 star rating,j-trends,,,$$
"Mobile Phone Repair,Electronics Repair,Mobile Phones",5.0 star rating,cellular plus,,,$$
"Furniture Stores,Home Decor,Mattresses",4.5 star rating,dsigner home warehouse,,,$$
"Music & DVDs,Bookstores",4.5 star rating,camouflage shoppe,,,$
"Creperies,Food Stands",4.5 star rating,everything $1 00,,,$
Italian,3.5 star rating,strings italian cafe,,,$$
"Massage,Yoga",4.5 star rating,lulu massage,,,$$
Sporting Goods,2.5 star rating,golf headquarters,,,$$
,,wild bird center,,,
"Skin Care,Day Spas",3.5 star rating,mg; embroidery,,,$
"Nail Salons,Hair Removal",4.5 star rating,4 tip to toe,,,$$
"Lounges,Dance Clubs,Champagne Bars",2.5 star rating,mens wearhouse 2 0,,,$$
"Parks,Local Flavor",4.5 star rating,pepsi play area,,,
Banks & Credit Unions,4.5 star rating,citizens national bank,,,
Toy Stores,3.5 star rating,go games!,,,$$
Contractors,5.0 star rating,just in time,,,
Cinema,4.0 star rating,regal 17 cinemas,,,
,,chocnette,,,
"Pediatric Dentists,Orthodontists",4.0 star rating,cottage kids,,,
Ice Cream & Frozen Yogurt,4.0 star rating,menchies frozen yogurt,,,$
Hotels,3.5 star rating,marriott hotel,,,$$$
Eyewear & Opticians,3.0 star rating,lens crafters,,,$$$
"Dive Bars,Social Clubs",4.0 star rating,fodor billiards,,,$
"Burgers,Donuts,Coffee & Tea",4.0 star rating,silver city,,,$
Ice Cream & Frozen Yogurt,3.5 star rating,spoonable frozen yogurt,,,$$
"Jewelry,Gold Buyers",5.0 star rating,jewels and gold,,,$$
"Candy Stores,Chocolatiers & Shops",4.5 star rating,walkers n daughters,,,$
Mattresses,4.5 star rating,sleep number by select co,,,$$
"Arts & Crafts,Art Schools,Cultural Center",4.5 star rating,pottery place,,,$$
,,harold pener man of fashion,,,
Nail Salons,5.0 star rating,lynns nail salon,,,$$
Barbers,4.0 star rating,main place hairstyling,,,$$
"Department Stores,Discount Store",4.0 star rating,halls plaza,,,$
Bakeries,4.0 star rating,the gold hatpin,,,$
Specialty Food,5.0 star rating,popcorn haven,,,$
Shoe Repair,5.0 star rating,corte madera shoe repair,,,
"Tea Rooms,Vegan,Gluten-Free",4.0 star rating,dobra tea,,,$$
,,tumbleweed,,,
Seafood Markets,4.5 star rating,pike place fish,,,$
Discount Store,2.5 star rating,best dollar,,,$
"Sandwiches,American (New)",4.0 star rating,american girl bistro,,,$$
Sandwiches,4.5 star rating,town east express,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,reds beach music,,,$$
Internet Service Providers,1.0 star rating,cunningham field services,,,
"Sports Medicine,Orthopedists",4.5 star rating,peabody medical associates,,,
"Body Shops,Auto Repair",4.0 star rating,ajs,,,
"Day Spas,Nail Salons,Waxing",4.0 star rating,modern nailspa,,,$$
Breakfast & Brunch,4.0 star rating,josephines wigs,,,$$
"Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Cafes",4.5 star rating,smoothie paradise yogurt,,,$
"Coffee & Tea,Sandwiches",4.0 star rating,coco lunette,,,$
"Jewelry,Gold Buyers",5.0 star rating,silver collection,,,$$
,2.0 star rating,the foam company,,,
"Bikes,Bike Repair/Maintenance",4.0 star rating,yeti wireless accessories,,,$$
"Art Galleries,Framing",5.0 star rating,frame dimensions,,,$$
"Gastropubs,Bars",3.5 star rating,ninety-nine rest pub,,,$$
"Men's Clothing,Women's Clothing,Accessories",4.5 star rating,choice plus,,,$$$$
"Cosmetics & Beauty Supply,Hair Removal,Makeup Artists",4.0 star rating,browz around,,,$$
Doctors,1.0 star rating,cloggens,,,
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,holiday hair too,,,$$$
Body Shops,4.0 star rating,auto plaza,,,
"Watch Repair,Jewelry Repair",2.5 star rating,fast fix jewelery repair,,,
Car Dealers,3.5 star rating,frontier medical plaza,,,
"Accessories,Shoe Stores,Women's Clothing",5.0 star rating,journeys shoes,,,$$$
Currency Exchange,4.0 star rating,currency exchange,,,
"Debt Relief Services,Financial Advising",,credit solutions,,,
"Optometrists,Eyewear & Opticians",5.0 star rating,insight optometry,,,$$$
General Dentistry,,towne center dental,,,
,5.0 star rating,heat in a snap,,,
"Hair Salons,Hair Removal,Eyelash Service",4.5 star rating,just thread,,,$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,bloomingdales home,,,$$$
"Used, Vintage & Consignment,Children's Clothing",4.0 star rating,childrens place  ,,,$
"Women's Clothing,Accessories",4.0 star rating,sizes 5-7-9,,,$$
Discount Store,2.0 star rating,king dollar,,,$
Pizza,3.5 star rating,napoli pizza,,,$
"Hair Salons,Nail Salons",4.0 star rating,accent,,,$
"Italian,Spanish",4.0 star rating,el meson,,,
"Car Stereo Installation,Auto Customization",3.0 star rating,cartunes,,,
"American (Traditional),Diners,Vegetarian",3.5 star rating,big sandy xpressions,,,$$
"IT Services & Computer Repair,Mobile Phones,Electronics Repair",5.0 star rating,mobile solutionst-mobile,,,$
Coffee & Tea,4.5 star rating,austin java,,,$
"Accessories,Outdoor Gear",4.5 star rating,waterproof case company,,,$$
"Eyewear & Opticians,Optometrists",5.0 star rating,optic gallery,,,$$
